keyResp.keys,keyResp.corr,keyResp.rt,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,mouseResp.clicked_name,trialRespTimes,moveOnKeys.keys,moveOnKeys.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,onsetTime,thisImage,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,ExptLoop.thisRepN,ExptLoop.thisTrialN,ExptLoop.thisN,ExptLoop.thisIndex,ExptLoop.ran
c,1,7.5911,,,,,,,,6.2911,space,18.4364,0,0,0,3,1,1.3,images/target_cross.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
c,1,2.72,,,,,,,,1.22,space,2.0397,0,1,1,6,1,1.5,images/target_cross.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
b,1,4.1999,,,,,,,,2.8999,space,2.4613,0,2,2,1,1,1.3,images/target_plus.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
v,1,2.3037,,,,,,,,1.2037,space,2.8678,0,3,3,5,1,1.1,images/target_square.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
b,1,2.1551,,,,,,,,1.0551,space,2.2955,0,4,4,7,1,1.1,images/target_plus.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
v,1,2.435,,,,,,,,1.135,space,1.584,0,5,5,8,1,1.3,images/target_square.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
b,1,2.482,,,,,,,,0.982,space,4.106,0,6,6,4,1,1.5,images/target_plus.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
b,0,2.3664,,,,,,,,0.8664,b,0.3262,0,7,7,2,1,1.5,images/target_square.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
c,1,1.9868,,,,,,,,0.8868,space,1.0746,0,8,8,0,1,1.1,images/target_cross.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,,,,,
v,1,2.0684,,,,,,,,0.9684,,,,,,,,1.1,images/target_square.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,space,11.8266,0.158333365,-0.180555576,0,0,0,0,0,0,5,1
c,1,1.9872,,,,,,,,0.4872,,,,,,,,1.5,images/target_cross.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,0,1,1,6,1
c,1,1.9052,,,,,,,,0.8052,,,,,,,,1.1,images/target_cross.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,0,2,2,0,1
b,1,2.0552,,,,,,,,0.5552,,,,,,,,1.5,images/target_plus.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,0,3,3,4,1
b,1,1.8266,,,,,,,,0.7266,,,,,,,,1.1,images/target_plus.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,0,4,4,7,1
c,1,2.2051,,,,,,,,0.9051,,,,,,,,1.3,images/target_cross.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,0,5,5,3,1
v,1,2.5058,,,,,,,,1.0058,,,,,,,,1.5,images/target_square.jpg,carlos,001,2022-05-11_08h14.17.117,choiceRTT,2021.2.3,Win32,58.76476465,,,,,,,,0,6,6,2,1
