1, 9.0, 47.9, 2, 0.887, 1
1, 10.5, 102.4, 2, 0.621, 1
1, 10.5, 90.3, 2, 0.561, 1
1, 8.1, 47.9, 2, 0.709, 1
1, 8.5, 66.1, 2, 0.634, 1
2, 9.0, 35.8, 2, 0.698, 1
1, 7.8, 66.1, 2, 0.737, 1
2, 13.8, 41.8, 2, 0.675, 1
2, 18.0, 60.0, 2, 0.751, 1
1, 8.1, 72.1, 2, 0.908, 1
2, 13.8, 78.2, 2, 0.674, 1
1, 9.4, 66.1, 2, 0.621, 1
2, 9.4, 41.8, 2, 0.665, 1
2, 11.2, 60.0, 2, 0.614, 1
2, 10.5, 29.7, 2, 0.769, 1
2, 10.5, 41.8, 2, 0.538, 1
2, 12.0, 53.9, 2, 0.868, 1
1, 11.2, 72.1, 2, 0.577, 1
1, 9.4, 53.9, 2, 0.584, 1
2, 13.8, 53.9, 1, 0.668, 1
1, 9.4, 78.2, 2, 0.599, 1
1, 7.5, 60.0, 2, 0.884, 1
1, 10.0, 96.4, 2, 0.682, 1
1, 12.8, 84.2, 2, 1.312, 1
1, 10.5, 66.1, 2, 0.641, 1
2, 12.0, 66.1, 2, 0.688, 1
2, 12.0, 29.7, 2, 0.951, 1
1, 8.5, 41.8, 2, 0.840, 1
1, 8.1, 60.0, 2, 0.601, 1
2, 12.8, 72.1, 2, 0.676, 1
1, 10.0, 60.0, 2, 0.767, 1
1, 10.5, 78.2, 2, 0.764, 1
1, 10.0, 84.2, 2, 1.069, 1
1, 10.0, 72.1, 2, 0.827, 1
2, 15.0, 47.9, 2, 1.089, 1
2, 10.5, 53.9, 2, 0.870, 1
1, 12.0, 78.2, 2, 0.654, 1
1, 11.2, 96.4, 2, 0.668, 1
2, 10.5, 17.6, 2, 1.415, 1
1, 8.5, 53.9, 2, 1.052, 1
1, 9.0, 60.0, 2, 0.685, 1
2, 10.0, 23.6, 2, 0.816, 1
2, 15.0, 60.0, 2, 0.944, 1
2, 12.8, 60.0, 2, 0.631, 1
2, 12.8, 47.9, 2, 0.712, 1
2, 11.2, 23.6, 2, 0.814, 1
2, 11.2, 35.8, 2, 0.765, 1
2, 9.4, 29.7, 2, 0.577, 1
1, 9.0, 84.2, 2, 0.556, 1
2, 11.2, 47.9, 2, 0.622, 1
1, 9.0, 72.1, 2, 0.685, 1
1, 8.5, 78.2, 2, 0.920, 1
2, 12.0, 41.8, 2, 0.729, 1
2, 15.0, 72.1, 2, 0.670, 1
1, 11.2, 84.2, 2, 0.692, 1
2, 13.8, 66.1, 2, 1.610, 1
2, 10.0, 47.9, 2, 0.690, 1
1, 9.4, 90.3, 2, 0.508, 1
2, 10.0, 35.8, 2, 0.705, 1
2, 12.8, 35.8, 2, 0.772, 1
1, 12.0, 90.3, 2, 0.827, 1
2, 16.3, 53.9, 2, 0.693, 1
1, 7.8, 53.9, 2, 0.622, 1
2, 16.3, 66.1, 2, 0.803, 1
2, 11.2, 35.8, 2, 0.928, 1
1, 10.0, 72.1, 2, 0.691, 1
1, 8.1, 47.9, 2, 0.942, 1
1, 9.4, 90.3, 2, 1.142, 1
2, 12.8, 72.1, 2, 0.721, 1
1, 11.2, 96.4, 2, 1.108, 1
1, 10.5, 66.1, 2, 0.959, 1
2, 12.8, 35.8, 2, 0.805, 1
1, 11.2, 84.2, 2, 1.169, 1
1, 11.2, 72.1, 2, 0.696, 1
1, 10.5, 90.3, 2, 1.187, 1
1, 10.5, 102.4, 2, 1.028, 1
1, 8.5, 66.1, 2, 0.693, 1
2, 13.8, 66.1, 2, 0.785, 1
1, 7.8, 53.9, 2, 0.638, 1
2, 16.3, 53.9, 2, 0.615, 1
1, 9.0, 72.1, 2, 0.665, 1
1, 10.0, 60.0, 2, 0.750, 1
1, 9.4, 78.2, 2, 0.743, 1
1, 9.0, 60.0, 2, 2.108, 1
2, 10.5, 41.8, 2, 0.626, 1
2, 15.0, 47.9, 2, 1.215, 1
2, 12.0, 53.9, 2, 0.696, 1
2, 16.3, 66.1, 2, 1.012, 1
2, 10.5, 53.9, 2, 0.894, 1
1, 12.0, 78.2, 2, 0.901, 1
2, 10.5, 29.7, 2, 0.730, 1
2, 10.0, 23.6, 2, 1.057, 1
1, 9.0, 84.2, 2, 1.012, 1
2, 15.0, 72.1, 2, 0.800, 1
1, 12.8, 84.2, 2, 0.749, 1
1, 10.5, 78.2, 2, 1.288, 1
2, 12.0, 29.7, 2, 1.038, 1
2, 18.0, 60.0, 2, 0.656, 1
2, 10.0, 35.8, 2, 0.776, 1
1, 9.4, 66.1, 2, 0.731, 1
1, 8.5, 78.2, 2, 0.628, 1
1, 12.0, 90.3, 2, 1.247, 1
2, 11.2, 23.6, 2, 0.799, 1
2, 13.8, 41.8, 2, 0.707, 1
1, 9.0, 47.9, 2, 0.743, 1
2, 13.8, 78.2, 2, 0.833, 1
1, 8.5, 53.9, 2, 0.848, 1
2, 11.2, 47.9, 2, 0.637, 1
1, 8.1, 60.0, 2, 0.740, 1
2, 15.0, 60.0, 2, 0.584, 1
1, 8.1, 72.1, 2, 1.265, 1
2, 10.5, 17.6, 2, 0.613, 1
2, 11.2, 60.0, 2, 0.689, 1
2, 9.0, 35.8, 2, 0.717, 1
1, 8.5, 41.8, 2, 0.740, 1
2, 9.4, 41.8, 2, 0.647, 1
1, 10.0, 84.2, 2, 0.966, 1
1, 10.0, 96.4, 2, 1.390, 1
2, 10.0, 47.9, 2, 1.040, 1
1, 9.4, 53.9, 2, 0.690, 1
2, 13.8, 53.9, 2, 0.901, 1
1, 7.5, 60.0, 2, 0.903, 1
2, 12.0, 41.8, 2, 0.662, 1
1, 7.8, 66.1, 1, 1.269, 1
2, 12.0, 66.1, 1, 0.832, 1
2, 12.8, 60.0, 2, 0.880, 1
2, 9.4, 29.7, 2, 0.965, 1
2, 12.8, 47.9, 2, 0.781, 1
2, 13.8, 66.1, 2, 1.051, 1
1, 10.0, 72.1, 2, 0.980, 1
1, 9.4, 53.9, 2, 0.804, 1
1, 11.2, 96.4, 2, 0.869, 1
2, 18.0, 60.0, 2, 0.624, 1
1, 9.0, 84.2, 1, 1.013, 1
1, 9.0, 72.1, 2, 1.216, 1
1, 9.0, 47.9, 2, 1.001, 1
1, 8.1, 72.1, 2, 1.928, 1
2, 12.8, 72.1, 2, 0.855, 1
2, 15.0, 47.9, 2, 0.776, 1
1, 12.0, 90.3, 1, 1.369, 1
2, 9.4, 29.7, 2, 1.366, 1
1, 11.2, 72.1, 2, 0.687, 1
2, 12.8, 60.0, 2, 0.903, 1
2, 12.0, 66.1, 2, 1.157, 1
2, 11.2, 47.9, 2, 0.771, 1
2, 10.0, 35.8, 2, 1.086, 1
2, 10.5, 53.9, 2, 0.949, 1
1, 10.0, 84.2, 2, 1.257, 1
2, 11.2, 60.0, 2, 0.970, 1
2, 16.3, 66.1, 2, 0.946, 1
2, 10.0, 23.6, 2, 1.080, 1
1, 9.0, 60.0, 2, 0.796, 1
1, 12.8, 84.2, 1, 0.986, 1
1, 10.0, 96.4, 1, 1.095, 1
2, 15.0, 60.0, 1, 0.603, 1
2, 12.8, 35.8, 2, 0.723, 1
1, 9.4, 78.2, 1, 1.142, 1
2, 12.0, 53.9, 1, 0.510, 1
2, 11.2, 23.6, 2, 0.885, 1
2, 9.4, 41.8, 2, 0.883, 1
1, 7.8, 66.1, 1, 1.187, 1
2, 15.0, 72.1, 1, 0.594, 1
1, 10.5, 66.1, 2, 1.144, 1
1, 11.2, 84.2, 1, 1.484, 1
1, 8.5, 41.8, 1, 1.171, 1
1, 10.5, 78.2, 1, 1.080, 1
2, 9.0, 35.8, 1, 0.767, 1
1, 12.0, 78.2, 2, 0.898, 1
1, 7.8, 53.9, 1, 1.421, 1
1, 9.4, 90.3, 2, 0.975, 1
1, 8.5, 53.9, 1, 0.826, 1
2, 10.5, 29.7, 1, 0.815, 1
2, 13.8, 41.8, 1, 0.710, 1
1, 9.4, 66.1, 2, 1.023, 1
2, 11.2, 35.8, 2, 1.192, 1
2, 12.0, 29.7, 1, 0.729, 1
2, 12.0, 41.8, 2, 0.818, 1
1, 7.5, 60.0, 2, 1.159, 1
2, 16.3, 53.9, 1, 0.559, 1
1, 8.1, 60.0, 2, 1.334, 1
