fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
0.7,left,1,0.712,0,0,0,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.8,left,1,0.5583,0,1,1,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.3,right,1,0.8668,0,2,2,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.4,right,1,0.7749,0,3,3,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.8,right,1,0.5667,0,4,4,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.75,right,1,0.584,0,5,5,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.25,right,1,0.6584,0,6,6,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.65,left,1,0.6499,0,7,7,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.45,right,1,0.8498,0,8,8,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.8,left,1,0.4238,0,9,9,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.4,left,1,0.5063,0,10,10,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.75,left,1,0.5536,0,11,11,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.75,right,1,0.3513,0,12,12,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.5,left,1,0.6499,0,13,13,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.5,right,0,0.4674,0,14,14,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.9,right,1,0.4752,0,15,15,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.55,left,1,0.4998,0,16,16,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.75,right,1,0.427,0,17,17,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.55,right,1,0.4235,0,18,18,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.35,right,1,0.668,0,19,19,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.35,right,1,0.4166,0,20,20,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.75,left,1,0.4676,0,21,21,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
0.65,left,1,0.5014,0,22,22,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
1.45,left,1,0.5252,0,23,23,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-03-15_14h02.03.906,ANT,2021.2.3,Win32,59.96641881
