fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
0.45,right,1,0.8232,0,0,0,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.65,left,1,0.6068,0,1,1,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.5,right,1,0.5839,0,2,2,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.55,right,1,0.7108,0,3,3,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.4,left,1,0.4722,0,4,4,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.3,left,1,0.4356,0,5,5,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.2,right,1,0.4361,0,6,6,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.7,left,1,0.5517,0,7,7,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.25,left,1,0.4396,0,8,8,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.4,left,1,0.5962,0,9,9,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.45,left,0,0.4551,0,10,10,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.95,right,1,0.674,0,11,11,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.4,left,1,0.5315,0,12,12,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.55,left,1,0.4636,0,13,13,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.4,left,1,0.5884,0,14,14,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.95,right,1,0.4316,0,15,15,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.55,left,1,0.5789,0,16,16,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.35,right,1,0.4299,0,17,17,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.5,right,1,0.4643,0,18,18,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1,right,1,0.5003,0,19,19,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.35,left,0,0.4523,0,20,20,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.35,left,1,0.5025,0,21,21,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
1.45,left,1,0.544,0,22,22,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
0.6,right,1,0.4827,0,23,23,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-01-30_24h59.41.995,ANT,2021.2.3,Win32,59.90534955
