fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
1,left,1,0.7333,0,0,0,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.7,left,1,0.421,0,1,1,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
1.1,right,0,0.4037,0,2,2,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
1.3,left,1,0.5545,0,3,3,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.85,left,1,0.7039,0,4,4,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.8,right,1,0.4102,0,5,5,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
1.2,left,1,0.4003,0,6,6,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.75,right,1,0.7057,0,7,7,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.85,left,1,0.5847,0,8,8,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.55,right,1,0.4579,0,9,9,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
1.3,right,1,0.4501,0,10,10,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
1,left,1,0.3549,0,11,11,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.85,right,1,0.5041,0,12,12,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.9,right,1,0.3784,0,13,13,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.45,left,1,0.4172,0,14,14,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.55,right,1,0.4176,0,15,15,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.95,right,1,0.3721,0,16,16,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.75,left,1,0.4415,0,17,17,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.55,right,1,0.4195,0,18,18,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.45,left,1,0.3835,0,19,19,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.95,right,0,0.3538,0,20,20,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
0.95,right,1,0.5279,0,21,21,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-02-15_14h00.34.644,ANT,2021.2.3,Win32,60.3646022
