fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
1.35,left,1,0.7497,0,0,0,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.85,left,1,1.2332,0,1,1,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.6,left,1,0.7351,0,2,2,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.4,left,1,0.9918,0,3,3,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.7,right,1,0.803,0,4,4,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.95,right,1,0.6828,0,5,5,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.9,left,1,1.0037,0,6,6,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.65,left,1,0.8497,0,7,7,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.1,left,1,0.6195,0,8,8,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.4,right,1,0.8185,0,9,9,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.1,left,1,0.5342,0,10,10,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.95,right,1,1.1507,0,11,11,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.95,right,1,0.5385,0,12,12,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.45,right,1,1.0704,0,13,13,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.65,right,1,0.6413,0,14,14,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.15,right,1,0.5561,0,15,15,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.2,left,1,0.6854,0,16,16,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.95,left,1,0.4696,0,17,17,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.25,left,1,0.5222,0,18,18,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1,right,1,0.8271,0,19,19,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.4,right,1,0.5853,0,20,20,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.4,right,1,0.6014,0,21,21,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.8,right,1,0.7191,0,22,22,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.1,left,1,0.5541,0,23,23,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.85,left,1,0.5354,,,,,,stim/centre.png,stim/congRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,space,6.6695,0,0,0,14,1,,,,,
1.45,right,1,0.5466,,,,,,stim/blank.png,stim/congLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,1,1,7,1,,,,,
0.8,right,1,0.5375,,,,,,stim/lower.png,stim/congLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,2,2,4,1,,,,,
1.15,left,1,0.5643,,,,,,stim/blank.png,stim/congLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,3,3,3,1,,,,,
1.15,right,1,0.8191,,,,,,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,4,4,23,1,,,,,
1.1,left,1,0.4645,,,,,,stim/blank.png,stim/congRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,5,5,15,1,,,,,
0.6,left,1,0.6014,,,,,,stim/both.png,stim/neutralRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,6,6,45,1,,,,,
0.9,left,1,0.4757,,,,,,stim/upper.png,stim/congLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,7,7,0,1,,,,,
0.4,right,1,0.7593,,,,,,stim/centre.png,stim/incongRight.png,right,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,8,8,26,1,,,,,
0.75,left,1,0.601,,,,,,stim/both.png,stim/neutralLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,9,9,33,1,,,,,
0.6,right,1,0.72,,,,,,stim/both.png,stim/neutralLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,10,10,37,1,,,,,
1.45,right,1,0.5848,,,,,,stim/both.png,stim/congLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,11,11,5,1,,,,,
0.5,left,1,0.6749,,,,,,stim/both.png,stim/congRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,12,12,13,1,,,,,
1.2,left,1,0.5019,,,,,,stim/both.png,stim/congLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,13,13,1,1,,,,,
0.55,right,1,0.8332,,,,,,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,14,14,22,1,,,,,
0.5,right,1,0.5059,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,15,15,39,1,,,,,
0.55,left,1,0.6871,,,,,,stim/both.png,stim/incongRight.png,left,180,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,16,16,29,1,,,,,
1.3,right,1,0.7366,,,,,,stim/upper.png,stim/incongRight.png,right,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,17,17,24,1,,,,,
0.7,left,1,0.701,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,18,18,35,1,,,,,
0.6,right,1,0.5824,,,,,,stim/upper.png,stim/neutralRight.png,right,0,,001,2022-03-17_13h59.24.713,ANT,2021.2.3,MacIntel,60.0024001,,,0,19,19,40,1,,,,,
