fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
1.05,right,1,1.0675,0,0,0,23,1,stim/blank.png,stim/incongLeft.png,right,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.5,right,1,0.8098,0,1,1,9,1,stim/both.png,stim/congRight.png,right,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
0.65,right,1,0.477,0,2,2,7,1,stim/blank.png,stim/congLeft.png,right,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.05,left,1,0.8117,0,3,3,17,1,stim/both.png,stim/incongLeft.png,left,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.55,right,1,0.5948,0,4,4,4,1,stim/lower.png,stim/congLeft.png,right,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.5,left,1,0.6516,0,5,5,1,1,stim/both.png,stim/congLeft.png,left,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.3,right,1,0.703,0,6,6,21,1,stim/both.png,stim/incongLeft.png,right,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
0.7,left,1,0.4731,0,7,7,14,1,stim/centre.png,stim/congRight.png,left,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.2,left,1,0.761,0,8,8,2,1,stim/centre.png,stim/congLeft.png,left,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
0.4,right,1,0.6173,0,9,9,22,1,stim/centre.png,stim/incongLeft.png,right,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.15,right,1,0.6685,0,10,10,20,1,stim/lower.png,stim/incongLeft.png,right,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.15,left,1,0.5351,0,11,11,0,1,stim/upper.png,stim/congLeft.png,left,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.3,right,1,0.4876,0,12,12,11,1,stim/blank.png,stim/congRight.png,right,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
1.35,left,1,0.5364,0,13,13,13,1,stim/both.png,stim/congRight.png,left,180,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
0.45,right,0,0.4298,0,14,14,18,1,stim/centre.png,stim/incongLeft.png,left,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
0.55,,0,,0,15,15,8,1,stim/upper.png,stim/congRight.png,right,0,001,001,2022-04-01_17h36.11.886,ANT,2021.2.3,Win32,60.15399423
