fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
0.85,left,1,0.7693,0,0,0,14,1,stim/centre.png,stim/congRight.png,left,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.2,left,1,0.6588,0,1,1,13,1,stim/both.png,stim/congRight.png,left,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.4,right,1,0.8403,0,2,2,22,1,stim/centre.png,stim/incongLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.45,right,1,0.6999,0,3,3,11,1,stim/blank.png,stim/congRight.png,right,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.35,,0,,0,4,4,16,1,stim/upper.png,stim/incongLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.65,left,1,0.651,0,5,5,1,1,stim/both.png,stim/congLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.75,left,1,0.5358,0,6,6,3,1,stim/blank.png,stim/congLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.2,right,1,0.5007,0,7,7,10,1,stim/centre.png,stim/congRight.png,right,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.8,left,1,0.4968,0,8,8,12,1,stim/lower.png,stim/congRight.png,left,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.3,left,0,1.1725,0,9,9,21,1,stim/both.png,stim/incongLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.45,left,1,1.0329,0,10,10,0,1,stim/upper.png,stim/congLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.5,left,0,1.333,0,11,11,20,1,stim/lower.png,stim/incongLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.7,left,1,0.7642,0,12,12,15,1,stim/blank.png,stim/congRight.png,left,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.55,right,1,0.7026,0,13,13,9,1,stim/both.png,stim/congRight.png,right,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.55,right,1,0.7222,0,14,14,4,1,stim/lower.png,stim/congLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.2,right,1,0.7637,0,15,15,6,1,stim/centre.png,stim/congLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.9,,0,,0,16,16,19,1,stim/blank.png,stim/incongLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.35,left,1,0.6679,0,17,17,18,1,stim/centre.png,stim/incongLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.2,left,1,0.5665,0,18,18,2,1,stim/centre.png,stim/congLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.4,right,1,0.5179,0,19,19,5,1,stim/both.png,stim/congLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
1.05,right,1,0.5391,0,20,20,7,1,stim/blank.png,stim/congLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.4,left,1,0.7169,0,21,21,17,1,stim/both.png,stim/incongLeft.png,left,0,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
0.8,,0,,0,22,22,23,1,stim/blank.png,stim/incongLeft.png,right,180,1,001,2022-02-15_11h06.38.759,ANT,2021.2.3,Win32,60.52169703
