fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,resp.rt,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
1.5,,0,0,0,0,19,1,stim/blank.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,,,,,,,,
1.4,left,1,0,1,1,3,1,stim/blank.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.7658,,,,,,,
1.25,right,1,0,2,2,10,1,stim/centre.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.497,,,,,,,
1.15,left,1,0,3,3,1,1,stim/both.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4248,,,,,,,
0.65,right,1,0,4,4,6,1,stim/centre.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5976,,,,,,,
1.35,left,1,0,5,5,18,1,stim/centre.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.8753,,,,,,,
0.8,left,1,0,6,6,16,1,stim/upper.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5623,,,,,,,
0.9,right,1,0,7,7,5,1,stim/both.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.6587,,,,,,,
0.5,left,1,0,8,8,13,1,stim/both.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.6903,,,,,,,
0.9,left,0,0,9,9,22,1,stim/centre.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5288,,,,,,,
0.55,right,1,0,10,10,23,1,stim/blank.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5872,,,,,,,
1.3,right,1,0,11,11,9,1,stim/both.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5222,,,,,,,
1,left,1,0,12,12,0,1,stim/upper.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4902,,,,,,,
0.65,right,1,0,13,13,4,1,stim/lower.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.484099999,,,,,,,
0.9,right,1,0,14,14,7,1,stim/blank.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.478,,,,,,,
1.1,left,1,0,15,15,14,1,stim/centre.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4525,,,,,,,
1.1,right,1,0,16,16,8,1,stim/upper.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4205,,,,,,,
1.15,right,1,0,17,17,11,1,stim/blank.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4944,,,,,,,
1.1,left,1,0,18,18,17,1,stim/both.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.61,,,,,,,
1.5,left,1,0,19,19,12,1,stim/lower.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3787,,,,,,,
0.5,left,1,0,20,20,2,1,stim/centre.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4503,,,,,,,
0.55,right,1,0,21,21,21,1,stim/both.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.678900001,,,,,,,
1.2,right,1,0,22,22,20,1,stim/lower.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5678,,,,,,,
1.45,left,1,0,23,23,15,1,stim/blank.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4717,,,,,,,
1.2,right,1,,,,,,stim/centre.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5667,space,8.3614,0,0,0,22,1
0.6,left,1,,,,,,stim/centre.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.564200001,,,0,1,1,46,1
0.6,right,1,,,,,,stim/upper.png,stim/incongRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.9557,,,0,2,2,24,1
1.1,left,1,,,,,,stim/centre.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.442099999,,,0,3,3,14,1
0.7,right,1,,,,,,stim/both.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.397099999,,,0,4,4,5,1
0.65,left,1,,,,,,stim/both.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.430400001,,,0,5,5,45,1
1.5,right,1,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5809,,,0,6,6,39,1
1.3,left,1,,,,,,stim/both.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.559700001,,,0,7,7,33,1
1.5,right,1,,,,,,stim/both.png,stim/incongRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.570299999,,,0,8,8,25,1
0.9,right,1,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5707,,,0,9,9,38,1
0.85,right,1,,,,,,stim/blank.png,stim/incongLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5005,,,0,10,10,23,1
1.3,left,1,,,,,,stim/blank.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.656599999,,,0,11,11,31,1
0.5,left,1,,,,,,stim/blank.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.549900001,,,0,12,12,3,1
1.4,left,1,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5069,,,0,13,13,35,1
1,left,1,,,,,,stim/centre.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.334299999,,,0,14,14,2,1
1.2,right,1,,,,,,stim/both.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5636,,,0,15,15,9,1
0.7,right,1,,,,,,stim/blank.png,stim/congRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5101,,,0,16,16,11,1
1.15,right,1,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5829,,,0,17,17,36,1
0.55,left,1,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4377,,,0,18,18,34,1
0.55,left,1,,,,,,stim/both.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4931,,,0,19,19,13,1
0.6,right,1,,,,,,stim/upper.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.564900001,,,0,20,20,40,1
0.75,right,1,,,,,,stim/centre.png,stim/neutralRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4332,,,0,21,21,42,1
0.65,left,1,,,,,,stim/both.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.531,,,0,22,22,29,1
0.7,right,1,,,,,,stim/blank.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4143,,,0,23,23,7,1
1.35,left,1,,,,,,stim/blank.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.5914,,,0,24,24,19,1
1.25,right,1,,,,,,stim/centre.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4072,,,0,25,25,6,1
1.45,left,1,,,,,,stim/lower.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3528,,,0,26,26,44,1
0.45,left,1,,,,,,stim/lower.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4639,,,0,27,27,28,1
0.45,left,1,,,,,,stim/both.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4492,,,0,28,28,1,1
1.2,left,1,,,,,,stim/upper.png,stim/congLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4173,,,0,29,29,0,1
0.95,right,1,,,,,,stim/blank.png,stim/incongRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.4971,,,0,30,30,27,1
0.75,left,1,,,,,,stim/centre.png,stim/incongRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.663900001,,,0,31,31,30,1
1.15,right,1,,,,,,stim/lower.png,stim/congLeft.png,right,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.282099999,,,0,32,32,4,1
1.05,left,1,,,,,,stim/lower.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3745,,,0,33,33,12,1
1.5,left,1,,,,,,stim/blank.png,stim/neutralRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3563,,,0,34,34,47,1
0.55,left,1,,,,,,stim/upper.png,stim/incongLeft.png,left,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.730700001,,,0,35,35,16,1
0.65,right,1,,,,,,stim/centre.png,stim/incongRight.png,right,0,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.3151,,,0,36,36,26,1
1.5,left,1,,,,,,stim/blank.png,stim/congRight.png,left,180,e,001,2022-02-21_11h17.50.414,ANT,2021.2.3,Win32,59.97720866,0.380599999,,,0,37,37,15,1
