fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
0.6,left,0,0.717,0,0,0,21,1,stim/both.png,stim/incongLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.3,right,1,1.0896,0,1,1,4,1,stim/lower.png,stim/congLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.85,left,1,0.6571,0,2,2,13,1,stim/both.png,stim/congRight.png,left,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.1,right,1,0.6348,0,3,3,8,1,stim/upper.png,stim/congRight.png,right,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.55,left,1,0.586,0,4,4,18,1,stim/centre.png,stim/incongLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.4,left,1,0.543,0,5,5,1,1,stim/both.png,stim/congLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.95,left,1,0.6748,0,6,6,3,1,stim/blank.png,stim/congLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.3,right,1,0.4413,0,7,7,9,1,stim/both.png,stim/congRight.png,right,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.05,left,1,0.5563,0,8,8,12,1,stim/lower.png,stim/congRight.png,left,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.45,right,1,0.633,0,9,9,11,1,stim/blank.png,stim/congRight.png,right,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.45,left,0,0.5936,0,10,10,20,1,stim/lower.png,stim/incongLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.4,right,1,0.9043,0,11,11,22,1,stim/centre.png,stim/incongLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.2,right,1,0.7843,0,12,12,10,1,stim/centre.png,stim/congRight.png,right,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.05,,0,,0,13,13,19,1,stim/blank.png,stim/incongLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.6,right,1,1.1711,0,14,14,6,1,stim/centre.png,stim/congLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.45,right,0,1.2353,0,15,15,16,1,stim/upper.png,stim/incongLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.7,left,1,0.9519,0,16,16,15,1,stim/blank.png,stim/congRight.png,left,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.8,left,1,0.6181,0,17,17,0,1,stim/upper.png,stim/congLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.6,right,1,0.6746,0,18,18,7,1,stim/blank.png,stim/congLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.7,left,1,0.5911,0,19,19,2,1,stim/centre.png,stim/congLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.95,left,1,0.7858,0,20,20,14,1,stim/centre.png,stim/congRight.png,left,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.55,right,0,1.0342,0,21,21,17,1,stim/both.png,stim/incongLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
1.15,,0,,0,22,22,23,1,stim/blank.png,stim/incongLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.6,right,1,0.8891,0,23,23,5,1,stim/both.png,stim/congLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,,,,,,,,,,
0.9,right,1,0.7503,,,,,,stim/both.png,stim/congLeft.png,right,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,space,4.646,0,0,0,5,1,,,,,
0.55,right,1,0.1471,,,,,,stim/both.png,stim/neutralRight.png,right,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,0,1,1,41,1,,,,,
1.55,left,1,1.5173,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,0,2,2,32,1,,,,,
0.6,right,0,1.1135,,,,,,stim/blank.png,stim/incongRight.png,left,180,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,0,3,3,31,1,,,,,
1.55,left,0,1.4986,,,,,,stim/upper.png,stim/incongRight.png,right,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,0,4,4,24,1,,,,,
1.4,left,0,0.0309,,,,,,stim/centre.png,stim/congRight.png,right,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,0,5,5,10,1,,,,,
1.4,right,0,0.1844,,,,,,stim/upper.png,stim/congLeft.png,left,0,01,001,2022-04-23_07h47.08.845,ANT,2021.2.3,Win32,60.31726883,,,0,6,6,0,1,,,,,
