fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
1.15,right,1,0.5971,0,0,0,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.5,left,1,0.3834,0,1,1,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.6,right,0,0.4656,0,2,2,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.55,left,1,0.7208,0,3,3,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.4,left,1,0.4768,0,4,4,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.35,right,1,0.4478,0,5,5,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.45,right,1,0.5164,0,6,6,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.3,left,1,0.3294,0,7,7,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
0.9,right,1,0.3804,0,8,8,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
1.35,left,1,0.4574,0,9,9,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-03-08_19h14.49.696,ANT,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,,
