fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
0.75,,0,0,0,0,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-04-27_16h10.31.814,ANT,2021.2.3,Win32,60.20832079
1.15,,0,0,1,1,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-04-27_16h10.31.814,ANT,2021.2.3,Win32,60.20832079
