fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
0.9,right,1,1.2224,0,0,0,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1.05,left,1,0.9283,0,1,1,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
0.95,left,1,0.777,0,2,2,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
0.65,right,1,0.4915,0,3,3,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1.35,right,1,0.5067,0,4,4,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
0.55,left,1,0.4798,0,5,5,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
0.7,right,1,0.3676,0,6,6,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
0.45,right,1,0.5858,0,7,7,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1.05,right,1,0.5905,0,8,8,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
0.7,left,1,0.4713,0,9,9,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1.3,right,1,0.4989,0,10,10,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1.3,right,1,0.4373,0,11,11,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1.05,right,1,0.4531,0,12,12,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
0.45,right,1,0.5157,0,13,13,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1.5,left,1,0.4586,0,14,14,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
1,,0,,0,15,15,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-05-05_15h45.13.981,ANT,2021.2.3,Win32,147.3839352
