,group,condition,subject,phase,trial,target,hand_angle,error,movement_time,reaction_time,peak_velocity,rot_direction,rot
6933,1,0,2,Generalisation,356,-30,28.95216384,28.95216384,,,,CCW,0
2276,1,0,2,Base,49,-90,-0.927,-0.927,0.933616,0.417105,0.18420599999999998,CCW,0
5218,1,1,2,Adaptation,247,0,23.76379,-6.23621,899.5350748999999,480.26842170000003,,CCW,-30
6934,1,0,2,Generalisation,357,0,27.29375066,27.29375066,,,,CCW,0
2263,1,0,2,Base,50,-60,-1.7,-1.7,0.92824,0.563296,0.15966,CCW,0
5219,1,1,2,Adaptation,248,0,26.05765,-3.94235,796.4794781,398.135013,,CCW,-30
6935,1,0,2,Generalisation,358,-150,12.71267634,12.71267634,,,,CCW,0
2316,1,1,2,Base,51,30,-0.19,-0.19,0.783146,0.463359,0.111224,CCW,0
5220,1,1,2,Adaptation,249,0,25.94732,-4.0526800000000005,691.4671202000001,504.9073836,,CCW,-30
6936,1,0,2,Generalisation,359,-120,11.63240399,11.63240399,,,,CCW,0
2333,1,1,2,Base,52,90,-1.01,-1.01,0.744713,0.498068,0.110516,CCW,0
5221,1,1,2,Adaptation,250,0,28.18579,-1.8142099999999999,847.4555738,429.4821483,,CCW,-30
6937,1,0,2,Generalisation,360,-60,19.1012181,19.1012181,,,,CCW,0
2226,1,0,2,Base,53,120,-1.43,-1.43,0.80897,0.609876,0.23200900000000002,CCW,0
5222,1,1,2,Adaptation,251,0,20.368129999999997,-9.63187,660.1038966,433.35713319999996,,CCW,-30
6938,1,0,2,Generalisation,361,150,13.77692087,13.77692087,,,,CCW,0
2279,1,0,2,Base,54,-90,1.26,1.26,0.771841,0.446621,0.255742,CCW,0
5223,1,1,2,Adaptation,252,0,22.17932,-7.82068,856.0237797,406.16206239999997,,CCW,-30
6939,1,0,2,Generalisation,362,-120,10.91234069,10.91234069,,,,CCW,0
2291,1,0,2,Base,55,-120,-3.94,-3.94,0.994502,0.362647,0.102556,CCW,0
5224,1,1,2,Adaptation,253,0,21.48797,-8.512030000000001,750.0069517000001,326.5355889,,CCW,-30
6940,1,0,2,Generalisation,363,90,10.49291359,10.49291359,,,,CCW,0
2326,1,1,2,Base,56,60,0.813,0.813,0.49091599999999996,0.130392,0.172487,CCW,0
5225,1,1,2,Adaptation,254,0,26.66824,-3.33176,756.658374,397.2270226,,CCW,-30
6941,1,0,2,Generalisation,364,-120,11.64887162,11.64887162,,,,CCW,0
2215,1,0,2,Base,57,90,-0.62,-0.62,0.658992,0.130673,0.12354000000000001,CCW,0
5226,1,1,2,Adaptation,255,0,21.89232,-8.10768,679.7865178,496.86397900000003,,CCW,-30
6942,1,0,2,Generalisation,365,90,10.61762582,10.61762582,,,,CCW,0
2297,1,0,2,Base,58,-120,0.76,0.76,0.951045,0.27968200000000004,0.0362523,CCW,0
5227,1,1,2,Adaptation,256,0,19.4663,-10.5337,684.582039,378.3994112,,CCW,-30
6943,1,0,2,Generalisation,366,0,28.09461043,28.09461043,,,,CCW,0
2287,1,0,2,Base,59,-120,-0.152,-0.152,0.640079,0.41752799999999995,0.114804,CCW,0
5228,1,1,2,Adaptation,257,0,29.345940999999996,-0.6540590000000001,704.246504,454.6265876,,CCW,-30
6944,1,0,2,Generalisation,367,150,14.58717624,14.58717624,,,,CCW,0
2195,1,0,2,Base,60,30,-2.1,-2.1,0.5890850000000001,0.337593,0.190997,CCW,0
5229,1,1,2,Adaptation,258,0,27.56598,-2.4340200000000003,674.6365913,377.9449093,,CCW,-30
6945,1,0,2,Generalisation,368,90,11.29323102,11.29323102,,,,CCW,0
2323,1,1,2,Base,61,60,-2.09,-2.09,0.9215549999999999,0.669255,0.212968,CCW,0
5230,1,1,2,Adaptation,259,0,23.54968,-6.45032,1082.220666,388.0103188,,CCW,-30
6946,1,0,2,Generalisation,369,-60,19.39052727,19.39052727,,,,CCW,0
2356,1,1,2,Base,62,-60,-4.49,-4.49,0.672549,0.28133600000000003,0.09982410000000001,CCW,0
5231,1,1,2,Adaptation,260,0,27.118309999999997,-2.8816900000000003,713.3037915,395.3669778,,CCW,-30
6947,1,0,2,Generalisation,370,60,18.30756961,18.30756961,,,,CCW,0
2244,1,0,2,Base,63,150,-3.0,-3.0,0.8005220000000001,0.0638415,0.153616,CCW,0
5232,1,1,2,Adaptation,261,0,18.7579,-11.2421,942.1894463,384.7974643,,CCW,-30
6948,1,0,2,Generalisation,371,150,12.05678244,12.05678244,,,,CCW,0
2303,1,0,2,Base,64,-150,-0.114,-0.114,0.869474,0.368052,0.17024,CCW,0
5233,1,1,2,Adaptation,262,0,31.146929999999998,1.14693,721.7211482000001,396.8563135,,CCW,-30
6949,1,0,2,Generalisation,372,120,9.025624106,9.025624106,,,,CCW,0
2315,1,1,2,Base,65,0,-2.26,-2.26,0.58687,0.275482,0.08383910000000001,CCW,0
5234,1,1,2,Adaptation,263,0,30.966573999999998,0.9665739999999999,891.4187385,381.6737816,,CCW,-30
6950,1,0,2,Generalisation,373,30,24.70281792,24.70281792,,,,CCW,0
2267,1,0,2,Base,66,-60,3.59,3.59,0.69331,0.46682299999999993,0.172482,CCW,0
5235,1,1,2,Adaptation,264,0,27.33708,-2.66292,713.6228286,395.1989308,,CCW,-30
6951,1,0,2,Generalisation,374,120,9.874430201000001,9.874430201000001,,,,CCW,0
2261,1,0,2,Base,67,-30,-4.4,-4.4,0.556874,0.384089,0.10248199999999999,CCW,0
5236,1,1,2,Adaptation,265,0,27.490640000000003,-2.50936,700.7883074,371.5401271,,CCW,-30
2358,1,1,2,Base,68,-90,-2.27,-2.27,0.7443390000000001,0.278895,0.131726,CCW,0
5237,1,1,2,Adaptation,266,0,26.977259999999998,-3.02274,818.0026318,385.4524993,,CCW,-30
2186,1,0,2,Base,69,0,-1.25,-1.25,0.9651299999999999,0.19225699999999998,0.0942804,CCW,0
5238,1,1,2,Adaptation,267,0,28.681590000000003,-1.31841,796.5511917,390.6978574,,CCW,-30
2208,1,0,2,Base,70,60,-3.1,-3.1,0.462682,0.35420799999999997,0.136669,CCW,0
5239,1,1,2,Adaptation,268,0,28.21107,-1.78893,855.3807453,374.519586,,CCW,-30
2374,1,1,2,Base,71,-150,-4.34,-4.34,0.963454,0.630358,0.0795934,CCW,0
5240,1,1,2,Adaptation,269,0,25.28697,-4.713030000000001,737.2231609,437.7415811000001,,CCW,-30
2362,1,1,2,Base,72,-90,-3.0,-3.0,0.8315469999999999,0.60837,0.052083300000000006,CCW,0
5241,1,1,2,Adaptation,270,0,31.1217,1.1217,686.3466494,509.6249323,,CCW,-30
2213,1,0,2,Base,73,60,0.26899999999999996,0.26899999999999996,0.690742,0.62549,0.135595,CCW,0
5242,1,1,2,Adaptation,271,0,20.899060000000002,-9.10094,709.1038852999999,350.9430812,,CCW,-30
2288,1,0,2,Base,74,-120,-3.33,-3.33,0.548058,0.41768299999999997,0.12498,CCW,0
5243,1,1,2,Adaptation,272,0,24.376089999999998,-5.6239099999999995,772.3469755,417.79021389999997,,CCW,-30
2203,1,0,2,Base,75,60,-0.713,-0.713,0.803161,0.200233,0.189909,CCW,0
5244,1,1,2,Adaptation,273,0,17.864,-12.136,742.8404401,498.6297313999999,,CCW,-30
2228,1,0,2,Base,76,120,-0.0869,-0.0869,0.784018,0.39526300000000003,0.238762,CCW,0
5245,1,1,2,Adaptation,274,0,23.7348,-6.2652,627.5583931,347.13485479999997,,CCW,-30
2292,1,0,2,Base,77,-120,0.9890000000000001,0.9890000000000001,0.561949,0.332081,0.15428499999999998,CCW,0
5246,1,1,2,Adaptation,275,0,18.8223,-11.1777,853.055349,429.0755353999999,,CCW,-30
2311,1,1,2,Base,78,0,-1.41,-1.41,0.7121270000000001,0.148618,0.195355,CCW,0
5247,1,1,2,Adaptation,276,0,23.29976,-6.700239999999999,716.8930468,241.4597807,,CCW,-30
2253,1,0,2,Base,79,-30,-3.3,-3.3,0.622812,0.587229,0.180847,CCW,0
5248,1,1,2,Adaptation,277,0,35.04868,5.04868,986.9974116000001,347.1521088,,CCW,-30
2321,1,1,2,Base,80,30,-4.59,-4.59,0.687247,0.370817,0.07146860000000001,CCW,0
5249,1,1,2,Adaptation,278,0,33.66817,3.66817,758.6549962,363.6431318,,CCW,-30
2196,1,0,2,Base,81,30,-4.16,-4.16,0.925528,0.181864,0.0946592,CCW,0
5250,1,1,2,Adaptation,279,0,26.855520000000002,-3.1444799999999997,737.2953392000001,431.1729043,,CCW,-30
2190,1,0,2,Base,82,30,1.77,1.77,0.6588149999999999,0.572477,0.0806812,CCW,0
5251,1,1,2,Adaptation,280,0,29.429524,-0.570476,693.5235097999999,458.8946308999999,,CCW,-30
2255,1,0,2,Base,83,-30,0.0454,0.0454,0.632724,0.582464,0.0425288,CCW,0
5252,1,1,2,Adaptation,281,0,28.324479999999998,-1.6755200000000001,909.4078402000001,234.4850972,,CCW,-30
2221,1,0,2,Base,84,90,-0.613,-0.613,0.520437,0.374818,0.176592,CCW,0
5253,1,1,2,Adaptation,282,0,23.56101,-6.43899,961.6245648,537.8044238,,CCW,-30
2347,1,1,2,Base,85,-30,-2.3,-2.3,0.7394310000000001,0.168452,0.185926,CCW,0
5254,1,1,2,Adaptation,283,0,22.02487,-7.97513,848.4662696,366.2236125,,CCW,-30
2236,1,0,2,Base,86,120,-1.62,-1.62,0.8942209999999999,0.35222800000000004,0.16611099999999998,CCW,0
5255,1,1,2,Adaptation,284,0,28.059040000000003,-1.9409599999999998,711.8845748,227.2505915,,CCW,-30
2178,1,0,2,Base,87,0,-0.429,-0.429,1.1862700000000002,0.765361,0.00574746,CCW,0
5256,1,1,2,Adaptation,285,0,28.817590000000003,-1.18241,659.7325584,329.6285303,,CCW,-30
2260,1,0,2,Base,88,-30,3.52,3.52,0.73722,0.603896,0.182424,CCW,0
5257,1,1,2,Adaptation,286,0,19.4986,-10.5014,685.3494188,308.31757410000006,,CCW,-30
2283,1,0,2,Base,89,-90,1.2,1.2,0.558613,0.262667,0.04994880000000001,CCW,0
5258,1,1,2,Adaptation,287,0,29.51547,-0.48453,766.8706743,519.1930916,,CCW,-30
2341,1,1,2,Base,90,150,0.8079999999999999,0.8079999999999999,0.83283,0.24810500000000002,0.174145,CCW,0
5259,1,1,2,Adaptation,288,0,29.637753999999997,-0.362246,652.6636547,161.850419,,CCW,-30
2336,1,1,2,Base,91,120,-2.21,-2.21,0.9906590000000001,0.527917,0.0355657,CCW,0
5260,1,1,2,Adaptation,289,0,31.499670000000002,1.49967,849.2824069000001,430.9435089,,CCW,-30
2202,1,0,2,Base,92,60,-2.32,-2.32,0.767187,0.362059,0.13521,CCW,0
5261,1,1,2,Adaptation,290,0,33.69055,3.69055,654.00494,269.26250330000005,,CCW,-30
2218,1,0,2,Base,93,90,-2.39,-2.39,0.647733,0.260052,0.0167519,CCW,0
5262,1,1,2,Adaptation,291,0,30.348021999999997,0.348022,700.4126637999999,349.6202773,,CCW,-30
2241,1,0,2,Base,94,150,0.674,0.674,0.582395,0.5787359999999999,0.017163499999999998,CCW,0
5263,1,1,2,Adaptation,292,0,33.44256,3.44256,833.9775413,397.72291980000006,,CCW,-30
2322,1,1,2,Base,95,60,4.34,4.34,0.734153,0.433525,0.13279000000000002,CCW,0
5264,1,1,2,Adaptation,293,0,36.53691,6.53691,793.2563872000001,257.13251119999995,,CCW,-30
2369,1,1,2,Base,96,-120,-3.7,-3.7,0.7115060000000001,0.42440900000000004,0.138504,CCW,0
5265,1,1,2,Adaptation,294,0,33.80101,3.8010099999999998,743.5202991,339.8870557,,CCW,-30
2300,1,0,2,Base,97,-150,1.92,1.92,0.5212180000000001,0.404776,0.030766700000000004,CCW,0
5266,1,1,2,Adaptation,295,0,27.301959999999998,-2.69804,859.5110825999999,232.5230077,,CCW,-30
2256,1,0,2,Base,98,-30,-4.16,-4.16,0.742246,0.225374,0.0953047,CCW,0
5267,1,1,2,Adaptation,296,0,22.57873,-7.42127,750.5076396000001,336.393058,,CCW,-30
2339,1,1,2,Base,99,120,-3.16,-3.16,0.671038,0.301187,0.282871,CCW,0
5268,1,1,2,Adaptation,297,0,25.44171,-4.55829,829.1842105000001,380.5225813,,CCW,-30
2368,1,1,2,Base,100,-120,1.98,1.98,0.734481,0.6867489999999999,0.0811753,CCW,0
5269,1,1,2,Adaptation,298,0,18.6217,-11.3783,757.7636361000001,390.250766,,CCW,-30
2290,1,0,2,Base,101,-120,-2.61,-2.61,0.934525,0.342591,0.048472,CCW,0
5270,1,1,2,Adaptation,299,0,34.05035,4.05035,681.4358496,406.1364833,,CCW,-30
2278,1,0,2,Base,102,-90,0.121,0.121,0.8107310000000001,0.32,0.154936,CCW,0
5271,1,1,2,Adaptation,300,0,26.06267,-3.93733,640.1950311,362.7453524,,CCW,-30
2364,1,1,2,Base,103,-120,-0.867,-0.867,0.8574299999999999,0.118844,0.134964,CCW,0
5272,1,1,2,Adaptation,301,0,29.624744,-0.375256,819.3086547,307.40493439999995,,CCW,-30
2212,1,0,2,Base,104,60,4.28,4.28,0.543908,0.533358,0.12243,CCW,0
5273,1,1,2,Adaptation,302,0,34.05081,4.05081,717.6961169,310.0315486,,CCW,-30
2257,1,0,2,Base,105,-30,1.68,1.68,0.726924,0.312701,0.24779,CCW,0
5274,1,1,2,Adaptation,303,0,31.03925,1.03925,630.8818943,180.8882352,,CCW,-30
2199,1,0,2,Base,106,30,0.445,0.445,0.774529,0.510578,0.16412000000000002,CCW,0
5275,1,1,2,Adaptation,304,0,26.42183,-3.5781699999999996,678.314881,332.1365895,,CCW,-30
2344,1,1,2,Base,107,150,2.43,2.43,0.844692,0.6805439999999999,0.0800294,CCW,0
5276,1,1,2,Adaptation,305,0,28.5625,-1.4375,818.9851957000001,387.4600091,,CCW,-30
2220,1,0,2,Base,108,90,-1.99,-1.99,0.8192530000000001,0.255004,0.148383,CCW,0
5277,1,1,2,Adaptation,306,0,41.8139,11.8139,795.2755097,366.16192010000003,,CCW,-30
2231,1,0,2,Base,109,120,-2.3,-2.3,0.670643,0.352608,0.127273,CCW,0
5278,1,1,2,Adaptation,307,0,22.632939999999998,-7.36706,757.8854859,318.4451035,,CCW,-30
2313,1,1,2,Base,110,0,-0.0521,-0.0521,1.26057,0.436708,0.0974477,CCW,0
5279,1,1,2,Adaptation,308,0,25.58493,-4.41507,639.0389466,430.2059288,,CCW,-30
2235,1,0,2,Base,111,120,0.0165,0.0165,0.760478,0.0592456,0.0678503,CCW,0
2193,1,0,2,Base,112,30,-2.33,-2.33,0.809947,0.151635,0.22813200000000003,CCW,0
2361,1,1,2,Base,113,-90,-0.31,-0.31,0.802786,0.412408,0.16706400000000002,CCW,0
2335,1,1,2,Base,114,120,-3.12,-3.12,0.759843,0.12469200000000001,0.20189100000000001,CCW,0
2179,1,0,2,Base,115,0,-2.29,-2.29,0.8705629999999999,0.271491,0.131652,CCW,0
2192,1,0,2,Base,116,30,-1.92,-1.92,0.8408399999999999,0.328312,0.058701300000000005,CCW,0
2210,1,0,2,Base,117,60,-0.747,-0.747,0.817545,0.2487,0.22994499999999998,CCW,0
2229,1,0,2,Base,118,120,-0.161,-0.161,1.00787,0.570137,0.10265999999999999,CCW,0
2233,1,0,2,Base,119,120,-2.09,-2.09,0.895863,0.39377,0.201648,CCW,0
2294,1,0,2,Base,120,-120,-4.03,-4.03,0.569924,0.429191,0.344534,CCW,0
2223,1,0,2,Base,121,90,-0.523,-0.523,1.1028200000000001,0.401066,0.15143399999999999,CCW,0
2264,1,0,2,Base,122,-60,-1.27,-1.27,0.8531280000000001,0.47734,0.139692,CCW,0
2372,1,1,2,Base,123,-150,-4.21,-4.21,0.8971459999999999,0.479788,0.114345,CCW,0
2185,1,0,2,Base,124,0,-5.24,-5.24,0.964015,0.319755,0.053437,CCW,0
2367,1,1,2,Base,125,-120,-2.18,-2.18,0.6288060000000001,0.32957800000000004,0.22543200000000002,CCW,0
2306,1,0,2,Base,126,-150,0.397,0.397,0.47660699999999995,0.311879,0.136902,CCW,0
2343,1,1,2,Base,127,150,0.139,0.139,0.884324,0.274175,0.101399,CCW,0
2355,1,1,2,Base,128,-60,-1.85,-1.85,1.01807,0.330719,0.20906,CCW,0
2373,1,1,2,Base,129,-150,-2.75,-2.75,0.791878,0.21574000000000002,0.165326,CCW,0
2191,1,0,2,Base,130,30,0.203,0.203,0.555815,0.317235,0.2345,CCW,0
2217,1,0,2,Base,131,90,0.142,0.142,0.8173600000000001,0.40541900000000003,0.09461119999999999,CCW,0
2365,1,1,2,Base,132,-120,0.315,0.315,0.74228,0.208781,0.0325144,CCW,0
2280,1,0,2,Base,133,-90,2.81,2.81,0.8213799999999999,0.41102,0.20991300000000002,CCW,0
2209,1,0,2,Base,134,60,-4.95,-4.95,1.07617,0.177493,0.10323,CCW,0
2247,1,0,2,Base,135,150,-2.32,-2.32,0.897701,0.484163,0.200215,CCW,0
2227,1,0,2,Base,136,120,-1.88,-1.88,0.85357,0.574575,0.21908699999999998,CCW,0
2348,1,1,2,Base,137,-30,-2.05,-2.05,0.626911,0.39402,0.186879,CCW,0
2317,1,1,2,Base,138,30,-3.19,-3.19,0.567499,0.5433479999999999,0.13228299999999998,CCW,0
2328,1,1,2,Base,139,90,-3.24,-3.24,0.913444,0.43186,0.0748841,CCW,0
2301,1,0,2,Base,140,-150,-3.68,-3.68,0.7100069999999999,0.21501599999999998,0.07762999999999999,CCW,0
2246,1,0,2,Base,141,150,0.69,0.69,1.05011,0.40284000000000003,0.20619200000000001,CCW,0
2240,1,0,2,Base,142,150,-0.9620000000000001,-0.9620000000000001,0.848867,0.308257,0.0519589,CCW,0
2259,1,0,2,Base,143,-30,-1.64,-1.64,0.693238,0.43249899999999997,0.118951,CCW,0
2251,1,0,2,Base,144,-30,0.879,0.879,0.7307819999999999,0.509145,0.00484208,CCW,0
2319,1,1,2,Base,145,30,-1.41,-1.41,0.6262810000000001,0.277424,0.27713000000000004,CCW,0
2183,1,0,2,Base,146,0,-2.98,-2.98,0.754429,0.25540100000000004,0.146278,CCW,0
2200,1,0,2,Base,147,30,2.11,2.11,0.735585,0.33860300000000004,0.24410900000000002,CCW,0
2243,1,0,2,Base,148,150,-0.981,-0.981,0.881913,0.278496,0.161084,CCW,0
2271,1,0,2,Base,149,-60,-1.18,-1.18,0.617979,0.566206,0.198373,CCW,0
2295,1,0,2,Base,150,-120,-0.311,-0.311,0.765704,0.40029000000000003,0.119056,CCW,0
2282,1,0,2,Base,151,-90,-2.19,-2.19,0.756029,0.327067,0.104203,CCW,0
2342,1,1,2,Base,152,150,-1.56,-1.56,0.7851560000000001,0.363657,0.152594,CCW,0
2312,1,1,2,Base,153,0,2.78,2.78,0.818236,0.27116599999999996,0.168818,CCW,0
2207,1,0,2,Base,154,60,-1.98,-1.98,1.0480399999999999,0.626521,0.152626,CCW,0
2351,1,1,2,Base,155,-30,1.97,1.97,0.570533,0.00811592,0.13301500000000002,CCW,0
2334,1,1,2,Base,156,120,3.54,3.54,0.5574560000000001,0.356716,0.104814,CCW,0
2238,1,0,2,Base,157,150,0.9420000000000001,0.9420000000000001,0.811257,0.427846,0.0300618,CCW,0
2205,1,0,2,Base,158,60,0.897,0.897,0.720437,0.24621300000000002,0.195635,CCW,0
2299,1,0,2,Base,159,-150,1.57,1.57,0.69188,0.44807299999999994,0.121919,CCW,0
2346,1,1,2,Base,160,-30,1.11,1.11,0.813588,-0.0127381,0.149374,CCW,0
2370,1,1,2,Base,161,-150,-5.04,-5.04,0.7017220000000001,0.41324799999999995,0.137656,CCW,0
2268,1,0,2,Base,162,-60,-4.14,-4.14,0.800653,0.291729,0.12140799999999999,CCW,0
2337,1,1,2,Base,163,120,-0.6890000000000001,-0.6890000000000001,0.784844,0.25163800000000003,0.106627,CCW,0
2338,1,1,2,Base,164,120,-4.63,-4.63,0.777055,0.491412,0.201256,CCW,0
2298,1,0,2,Base,165,-150,1.27,1.27,0.5719479999999999,0.390261,0.186906,CCW,0
2242,1,0,2,Base,166,150,-0.978,-0.978,0.804819,-0.0700921,0.23838299999999998,CCW,0
2277,1,0,2,Base,167,-90,-2.25,-2.25,0.879489,0.166569,0.158666,CCW,0
2237,1,0,2,Base,168,120,4.13,4.13,0.796512,0.176386,0.172674,CCW,0
2189,1,0,2,Base,169,0,-0.527,-0.527,0.8694459999999999,0.24830500000000003,0.177384,CCW,0
2206,1,0,2,Base,170,60,-0.638,-0.638,0.7390760000000001,0.318481,0.216971,CCW,0
2222,1,0,2,Base,171,90,-1.66,-1.66,0.913018,0.321733,0.0334615,CCW,0
2245,1,0,2,Base,172,150,-4.08,-4.08,0.891652,0.173205,0.146096,CCW,0
2366,1,1,2,Base,173,-120,-0.757,-0.757,0.6530590000000001,0.281566,0.153728,CCW,0
2275,1,0,2,Base,174,-90,0.841,0.841,0.6796479999999999,0.191735,0.0679188,CCW,0
2184,1,0,2,Base,175,0,-0.823,-0.823,0.975042,0.136989,0.182854,CCW,0
2332,1,1,2,Base,176,90,-3.85,-3.85,0.7621220000000001,0.0371677,0.0804554,CCW,0
2274,1,0,2,Base,177,-90,-5.57,-5.57,0.8802629999999999,0.39273600000000003,0.0113721,CCW,0
2219,1,0,2,Base,178,90,0.0685,0.0685,0.731995,0.389735,0.252193,CCW,0
2325,1,1,2,Base,179,60,-1.46,-1.46,0.8673,0.258907,0.129252,CCW,0
2194,1,0,2,Base,180,30,0.07400000000000001,0.07400000000000001,0.775976,0.347013,0.139321,CCW,0
2239,1,0,2,Base,181,150,-3.68,-3.68,0.665088,0.338174,0.215284,CCW,0
2187,1,0,2,Base,182,0,-5.24,-5.24,0.863193,0.400753,0.17461500000000002,CCW,0
2324,1,1,2,Base,183,60,-0.972,-0.972,0.733414,0.184692,0.0308546,CCW,0
2269,1,0,2,Base,184,-60,-1.31,-1.31,0.900223,0.19231800000000002,0.105832,CCW,0
2350,1,1,2,Base,185,-30,-5.98,-5.98,0.759549,0.646486,0.249263,CCW,0
2309,1,0,2,Base,186,-150,-2.08,-2.08,0.691754,0.243781,0.153266,CCW,0
2262,1,0,2,Base,187,-60,-3.47,-3.47,0.6716840000000001,0.24959800000000001,0.170293,CCW,0
2284,1,0,2,Base,188,-90,-1.29,-1.29,1.03319,0.288141,0.170471,CCW,0
2272,1,0,2,Base,189,-60,-2.62,-2.62,0.8132510000000001,0.118777,0.18281,CCW,0
2318,1,1,2,Base,190,30,0.37,0.37,0.669927,0.550658,0.168729,CCW,0
2248,1,0,2,Base,191,150,-5.27,-5.27,0.807887,0.306483,0.215493,CCW,0
2314,1,1,2,Base,192,0,2.05,2.05,1.14998,0.359389,0.162448,CCW,0
2252,1,0,2,Base,193,-30,-0.738,-0.738,0.329579,0.11511099999999999,0.0426906,CCW,0
2270,1,0,2,Base,194,-60,-3.52,-3.52,0.784212,0.43338699999999997,0.123602,CCW,0
2180,1,0,2,Base,195,0,-3.6,-3.6,0.76278,0.25012399999999996,0.134217,CCW,0
2201,1,0,2,Base,196,30,-1.54,-1.54,0.532145,0.423754,0.24249600000000002,CCW,0
2352,1,1,2,Base,197,-60,-1.52,-1.52,0.786343,0.383077,0.195832,CCW,0
2204,1,0,2,Base,198,60,-1.86,-1.86,0.8296870000000001,0.194878,0.09170969999999999,CCW,0
2600,1,0,4,Base,1,60,-1.81,-1.81,0.897824,0.394648,0.198467,CCW,0
5390,1,1,4,Adaptation,199,0,1.1408,-28.8592,892.3956396,374.5855773,,CCW,-30
7018,1,0,4,Generalisation,309,-60,19.99170512,19.99170512,,,,CCW,0
2614,1,0,4,Base,2,90,-0.0358,-0.0358,0.866975,0.29402399999999995,0.20497600000000002,CCW,0
5391,1,1,4,Adaptation,200,0,14.3246,-15.6754,818.7602287000001,480.6509862,,CCW,-30
7019,1,0,4,Generalisation,310,-120,11.06708086,11.06708086,,,,CCW,0
2724,1,1,4,Base,3,90,1.49,1.49,0.835227,0.562646,0.0803713,CCW,0
5392,1,1,4,Adaptation,201,0,14.3903,-15.6097,984.1616832999998,314.9720003,,CCW,-30
7020,1,0,4,Generalisation,311,-90,11.82560253,11.82560253,,,,CCW,0
2676,1,0,4,Base,4,-90,-2.24,-2.24,0.679932,0.32343,0.110354,CCW,0
5393,1,1,4,Adaptation,202,0,24.23529,-5.76471,751.1080597,364.5464213,,CCW,-30
7021,1,0,4,Generalisation,312,-120,11.21940643,11.21940643,,,,CCW,0
2671,1,0,4,Base,5,-90,-0.652,-0.652,0.79382,0.491968,0.057237,CCW,0
5394,1,1,4,Adaptation,203,0,26.806209999999997,-3.1937900000000004,899.4102743999999,350.77291230000003,,CCW,-30
7022,1,0,4,Generalisation,313,-150,11.91735561,11.91735561,,,,CCW,0
2690,1,0,4,Base,6,-120,-0.737,-0.737,0.9644969999999999,0.342706,0.16764400000000002,CCW,0
5395,1,1,4,Adaptation,204,0,33.12623,3.12623,923.1656607000001,445.65068629999996,,CCW,-30
7023,1,0,4,Generalisation,314,-90,9.818151836,9.818151836,,,,CCW,0
2648,1,0,4,Base,7,-30,-2.73,-2.73,0.892568,0.395082,0.202671,CCW,0
5396,1,1,4,Adaptation,205,0,28.63978,-1.36022,899.0867555,538.4995851,,CCW,-30
7024,1,0,4,Generalisation,315,-90,10.11868001,10.11868001,,,,CCW,0
2763,1,1,4,Base,8,-120,7.27,7.27,0.714809,0.545642,0.166159,CCW,0
5397,1,1,4,Adaptation,206,0,29.064508,-0.935492,922.9805031999999,595.4049008,,CCW,-30
7025,1,0,4,Generalisation,316,150,13.40315576,13.40315576,,,,CCW,0
2730,1,1,4,Base,9,120,-2.64,-2.64,0.462682,0.496961,0.147291,CCW,0
5398,1,1,4,Adaptation,207,0,29.243644,-0.756356,816.4631861,630.0768402000001,,CCW,-30
7026,1,0,4,Generalisation,317,-90,9.549894916,9.549894916,,,,CCW,0
2636,1,0,4,Base,10,150,1.38,1.38,0.512174,0.5126,0.00672688,CCW,0
5399,1,1,4,Adaptation,208,0,26.85453,-3.14547,658.156151,289.4976841,,CCW,-30
7027,1,0,4,Generalisation,318,120,10.62571372,10.62571372,,,,CCW,0
2703,1,0,4,Base,11,-150,-3.07,-3.07,0.723845,0.293699,0.256407,CCW,0
5400,1,1,4,Adaptation,209,0,39.52452,9.524519999999999,846.3771414999999,525.8906486000001,,CCW,-30
7028,1,0,4,Generalisation,319,60,19.423754100000004,19.423754100000004,,,,CCW,0
2627,1,0,4,Base,12,120,-2.69,-2.69,0.595978,0.39260700000000004,0.00041863800000000004,CCW,0
5401,1,1,4,Adaptation,210,0,24.51316,-5.48684,895.927048,363.2203961,,CCW,-30
7029,1,0,4,Generalisation,320,-60,21.39906034,21.39906034,,,,CCW,0
2728,1,1,4,Base,13,90,-1.08,-1.08,0.63063,0.180877,0.153591,CCW,0
5402,1,1,4,Adaptation,211,0,29.144933,-0.855067,751.8519675,320.40364280000006,,CCW,-30
7030,1,0,4,Generalisation,321,-30,25.18217966,25.18217966,,,,CCW,0
2745,1,1,4,Base,14,-30,-3.48,-3.48,1.1028200000000001,0.416959,0.205474,CCW,0
5403,1,1,4,Adaptation,212,0,23.23684,-6.763160000000001,546.7126068,253.77476459999997,,CCW,-30
7031,1,0,4,Generalisation,322,30,25.09167123,25.09167123,,,,CCW,0
2616,1,0,4,Base,15,90,-3.67,-3.67,0.8389690000000001,0.14727,0.119056,CCW,0
5404,1,1,4,Adaptation,213,0,35.20151,5.20151,856.9682561000001,507.77950130000005,,CCW,-30
7032,1,0,4,Generalisation,323,120,11.12922342,11.12922342,,,,CCW,0
2738,1,1,4,Base,16,150,-5.81,-5.81,0.8842770000000001,0.403971,0.0989846,CCW,0
5405,1,1,4,Adaptation,214,0,26.11082,-3.88918,937.6562651,247.46128140000002,,CCW,-30
7033,1,0,4,Generalisation,324,-150,14.16843483,14.16843483,,,,CCW,0
