,group,condition,subject,phase,trial,target,hand_angle,error,movement_time,reaction_time,peak_velocity,rot_direction,rot
1945,0,1,10,Base,90,150,-2.51,-2.51,0.931327,0.256223,0.0752765,CCW,0
5039,0,1,10,Adaptation,288,0,26.91834,-3.08166,1187.419551,483.7087258,,CCW,-30
1940,0,1,10,Base,91,120,0.0983,0.0983,0.596274,0.48306800000000005,0.179642,CCW,0
5040,0,1,10,Adaptation,289,0,28.10994,-1.8900599999999999,833.3615127999999,369.7236905,,CCW,-30
1806,0,0,10,Base,92,60,-10.0,-10.0,0.436071,0.75535,0.033873900000000005,CCW,0
5041,0,1,10,Adaptation,290,0,28.37343,-1.62657,1243.7627,620.6630056,,CCW,-30
1822,0,0,10,Base,93,90,1.47,1.47,0.9944780000000001,0.549675,0.183152,CCW,0
5042,0,1,10,Adaptation,291,0,21.85512,-8.14488,981.9863092,390.2264414,,CCW,-30
1845,0,0,10,Base,94,150,-12.0,-12.0,0.600852,0.15463,0.06290269999999999,CCW,0
5043,0,1,10,Adaptation,292,0,36.59186,6.5918600000000005,1123.9510810000002,494.4184304,,CCW,-30
1926,0,1,10,Base,95,60,-1.13,-1.13,0.8409540000000001,0.545347,0.119101,CCW,0
5044,0,1,10,Adaptation,293,0,26.457790000000003,-3.54221,1075.552311,375.1120162,,CCW,-30
1973,0,1,10,Base,96,-120,-4.24,-4.24,0.8607299999999999,0.44742600000000005,0.14240899999999998,CCW,0
5045,0,1,10,Adaptation,294,0,28.16077,-1.83923,972.43569,634.8805844999999,,CCW,-30
1904,0,0,10,Base,97,-150,-4.62,-4.62,1.11984,0.17971199999999998,0.207287,CCW,0
5046,0,1,10,Adaptation,295,0,29.184490999999998,-0.815509,1130.187924,372.79166089999995,,CCW,-30
1860,0,0,10,Base,98,-30,-5.78,-5.78,0.679241,0.583195,0.144494,CCW,0
5047,0,1,10,Adaptation,296,0,29.662881,-0.337119,927.6752619999999,541.3754637999999,,CCW,-30
1943,0,1,10,Base,99,120,-0.9540000000000001,-0.9540000000000001,0.773879,0.5313100000000001,0.17781,CCW,0
5048,0,1,10,Adaptation,297,0,30.722315000000002,0.7223149999999999,1018.774249,387.2311523,,CCW,-30
1972,0,1,10,Base,100,-120,-1.29,-1.29,0.9115270000000001,0.0804465,0.19550599999999999,CCW,0
5049,0,1,10,Adaptation,298,0,25.102729999999998,-4.89727,728.9973898,543.3881700000001,,CCW,-30
1894,0,0,10,Base,101,-120,-19.0,-19.0,1.00286,0.670515,0.177014,CCW,0
5050,0,1,10,Adaptation,299,0,28.054879999999997,-1.9451200000000002,1031.203127,325.45912069999997,,CCW,-30
1882,0,0,10,Base,102,-90,2.69,2.69,0.711201,0.197447,0.213891,CCW,0
5051,0,1,10,Adaptation,300,0,37.85438,7.85438,859.1901555,352.2179799,,CCW,-30
1968,0,1,10,Base,103,-120,0.431,0.431,0.6968409999999999,0.217311,0.068823,CCW,0
5052,0,1,10,Adaptation,301,0,26.351359999999996,-3.6486400000000003,923.9237144,351.0493474,,CCW,-30
1816,0,0,10,Base,104,60,-7.12,-7.12,0.83611,0.189377,0.13633,CCW,0
5053,0,1,10,Adaptation,302,0,31.20314,1.2031399999999999,1001.448159,442.98231889999994,,CCW,-30
1861,0,0,10,Base,105,-30,2.66,2.66,0.792335,0.575761,0.0181055,CCW,0
5054,0,1,10,Adaptation,303,0,21.826439999999998,-8.17356,932.2626822000001,425.9311722,,CCW,-30
1803,0,0,10,Base,106,30,-6.36,-6.36,1.0257399999999999,0.17761300000000002,0.020267,CCW,0
5055,0,1,10,Adaptation,304,0,34.36978,4.36978,923.8824914999999,194.8943688,,CCW,-30
1948,0,1,10,Base,107,150,-0.405,-0.405,0.8302069999999999,0.526544,0.182399,CCW,0
5056,0,1,10,Adaptation,305,0,34.00851,4.00851,970.0895296,311.18819289999993,,CCW,-30
1824,0,0,10,Base,108,90,-4.29,-4.29,0.901502,0.358513,0.197363,CCW,0
5057,0,1,10,Adaptation,306,0,41.5995,11.5995,996.4784489,365.8328392,,CCW,-30
1835,0,0,10,Base,109,120,1.53,1.53,1.06817,0.29070100000000004,0.17422200000000002,CCW,0
5058,0,1,10,Adaptation,307,0,26.68664,-3.31336,841.1997116,396.1064735,,CCW,-30
1917,0,1,10,Base,110,0,-6.36,-6.36,0.505796,0.324251,0.265525,CCW,0
5059,0,1,10,Adaptation,308,0,24.91038,-5.08962,969.3331592000001,363.0074892,,CCW,-30
1839,0,0,10,Base,111,120,-8.73,-8.73,0.9082459999999999,0.533079,0.11618699999999998,CCW,0
1797,0,0,10,Base,112,30,-3.6,-3.6,0.69633,0.384135,0.021562599999999998,CCW,0
1965,0,1,10,Base,113,-90,-15.0,-15.0,0.526596,0.5106510000000001,0.133854,CCW,0
1939,0,1,10,Base,114,120,6.64,6.64,0.9210149999999999,0.243339,0.19038,CCW,0
1783,0,0,10,Base,115,0,-2.35,-2.35,0.825924,0.463765,0.241564,CCW,0
1796,0,0,10,Base,116,30,-1.1,-1.1,1.3417299999999999,0.544659,0.196998,CCW,0
1814,0,0,10,Base,117,60,-1.97,-1.97,0.8422299999999999,0.5276569999999999,0.27723600000000004,CCW,0
1833,0,0,10,Base,118,120,-2.58,-2.58,0.763441,0.555339,0.164642,CCW,0
1837,0,0,10,Base,119,120,-0.675,-0.675,0.762256,0.13858399999999998,0.158691,CCW,0
1898,0,0,10,Base,120,-120,2.01,2.01,0.8737729999999999,0.20540300000000003,0.181928,CCW,0
1827,0,0,10,Base,121,90,-2.79,-2.79,0.989348,0.483675,0.0742191,CCW,0
1868,0,0,10,Base,122,-60,-4.44,-4.44,0.646252,0.149451,0.211686,CCW,0
1976,0,1,10,Base,123,-150,-0.593,-0.593,0.730383,0.770029,0.164029,CCW,0
1789,0,0,10,Base,124,0,-9.02,-9.02,1.35712,0.403958,0.148702,CCW,0
1971,0,1,10,Base,125,-120,-11.3,-11.3,0.9157860000000001,0.6174729999999999,0.286287,CCW,0
1910,0,0,10,Base,126,-150,2.32,2.32,1.1774799999999999,0.346249,0.105448,CCW,0
1947,0,1,10,Base,127,150,-2.39,-2.39,1.0059200000000001,0.203344,0.0846231,CCW,0
1959,0,1,10,Base,128,-60,8.52,8.52,1.22783,0.491504,0.153027,CCW,0
1977,0,1,10,Base,129,-150,2.69,2.69,0.781611,0.28539000000000003,0.17742,CCW,0
1795,0,0,10,Base,130,30,-6.77,-6.77,1.13078,0.490462,0.09031739999999999,CCW,0
1821,0,0,10,Base,131,90,0.172,0.172,0.8399760000000001,-0.0161786,0.1066,CCW,0
1969,0,1,10,Base,132,-120,0.268,0.268,0.9061950000000001,0.328853,0.035819699999999996,CCW,0
1884,0,0,10,Base,133,-90,-7.4,-7.4,0.972877,0.650903,0.209362,CCW,0
1813,0,0,10,Base,134,60,-8.32,-8.32,0.8611709999999999,0.520583,0.14063,CCW,0
1851,0,0,10,Base,135,150,-3.17,-3.17,0.6835100000000001,0.607807,0.142793,CCW,0
1831,0,0,10,Base,136,120,-10.4,-10.4,1.2081899999999999,0.388461,0.17938199999999999,CCW,0
1952,0,1,10,Base,137,-30,-0.23600000000000002,-0.23600000000000002,0.960047,0.422943,0.10906099999999999,CCW,0
1921,0,1,10,Base,138,30,-9.3,-9.3,0.8860530000000001,0.636153,0.020927599999999998,CCW,0
1932,0,1,10,Base,139,90,2.42,2.42,0.840414,0.5129279999999999,0.0106387,CCW,0
1905,0,0,10,Base,140,-150,-3.67,-3.67,0.991575,0.617843,0.203268,CCW,0
1850,0,0,10,Base,141,150,-6.7,-6.7,1.03623,0.610201,0.153912,CCW,0
1844,0,0,10,Base,142,150,-7.22,-7.22,0.8898729999999999,0.8351649999999999,0.0706627,CCW,0
1863,0,0,10,Base,143,-30,-9.53,-9.53,0.510452,0.186193,0.0807485,CCW,0
1855,0,0,10,Base,144,-30,-13.3,-13.3,0.8266690000000001,0.566248,0.317846,CCW,0
1923,0,1,10,Base,145,30,0.737,0.737,0.8124979999999999,0.801521,0.102158,CCW,0
1787,0,0,10,Base,146,0,-4.55,-4.55,0.780935,0.307331,0.13278399999999999,CCW,0
1804,0,0,10,Base,147,30,1.4,1.4,0.5591119999999999,0.352304,0.12543900000000002,CCW,0
1847,0,0,10,Base,148,150,-5.59,-5.59,1.03437,0.613664,0.0825639,CCW,0
1875,0,0,10,Base,149,-60,-2.13,-2.13,0.7062579999999999,0.8352709999999999,0.172334,CCW,0
1899,0,0,10,Base,150,-120,-6.26,-6.26,0.917739,0.27795,0.13741099999999998,CCW,0
1886,0,0,10,Base,151,-90,-15.4,-15.4,0.982907,0.607468,0.0516226,CCW,0
1946,0,1,10,Base,152,150,-10.2,-10.2,0.875749,0.769335,0.0381515,CCW,0
1916,0,1,10,Base,153,0,-6.54,-6.54,0.939607,0.375345,0.0367585,CCW,0
1811,0,0,10,Base,154,60,5.72,5.72,0.785983,0.699867,0.12258599999999999,CCW,0
1955,0,1,10,Base,155,-30,2.13,2.13,0.8604629999999999,0.260475,0.00798092,CCW,0
1938,0,1,10,Base,156,120,5.14,5.14,0.746789,0.727336,0.167012,CCW,0
1842,0,0,10,Base,157,150,3.68,3.68,0.756454,0.409089,0.22558000000000003,CCW,0
1809,0,0,10,Base,158,60,0.622,0.622,1.1932,0.402756,0.111161,CCW,0
1903,0,0,10,Base,159,-150,-3.54,-3.54,0.79133,0.344353,0.137436,CCW,0
1950,0,1,10,Base,160,-30,-3.94,-3.94,0.992505,0.43102700000000005,0.013109299999999999,CCW,0
1974,0,1,10,Base,161,-150,3.91,3.91,1.23289,0.758549,0.337683,CCW,0
1872,0,0,10,Base,162,-60,2.92,2.92,0.980217,0.216317,0.220361,CCW,0
1941,0,1,10,Base,163,120,0.9179999999999999,0.9179999999999999,0.8603129999999999,0.652922,0.0917538,CCW,0
1942,0,1,10,Base,164,120,9.5,9.5,0.846507,0.918218,0.00216052,CCW,0
1902,0,0,10,Base,165,-150,-16.3,-16.3,0.9351079999999999,0.43359200000000003,0.04353819999999999,CCW,0
1846,0,0,10,Base,166,150,-4.62,-4.62,1.107,0.311654,0.193293,CCW,0
1881,0,0,10,Base,167,-90,1.94,1.94,0.8090430000000001,0.333482,0.0814136,CCW,0
1841,0,0,10,Base,168,120,-4.37,-4.37,0.968649,0.518784,0.25190100000000004,CCW,0
1793,0,0,10,Base,169,0,-3.46,-3.46,1.19039,0.258312,0.366689,CCW,0
1810,0,0,10,Base,170,60,6.05,6.05,1.16309,0.214577,0.0868885,CCW,0
1826,0,0,10,Base,171,90,-3.19,-3.19,0.8161109999999999,0.690449,0.08507360000000001,CCW,0
1849,0,0,10,Base,172,150,-5.53,-5.53,0.958305,0.231359,0.183451,CCW,0
1970,0,1,10,Base,173,-120,-5.27,-5.27,0.93006,0.7691180000000001,0.0474527,CCW,0
1879,0,0,10,Base,174,-90,-16.5,-16.5,0.741744,0.590338,0.40520100000000003,CCW,0
1788,0,0,10,Base,175,0,-8.09,-8.09,0.825358,0.5071399999999999,0.168017,CCW,0
1936,0,1,10,Base,176,90,3.06,3.06,0.9949120000000001,0.628546,0.11423900000000001,CCW,0
1878,0,0,10,Base,177,-90,-7.46,-7.46,1.02655,0.30785100000000004,0.08576089999999999,CCW,0
1823,0,0,10,Base,178,90,2.01,2.01,1.35159,0.226173,0.253895,CCW,0
1929,0,1,10,Base,179,60,-4.67,-4.67,1.14662,0.2182,0.256967,CCW,0
1798,0,0,10,Base,180,30,-5.45,-5.45,1.16155,0.167657,0.22099499999999997,CCW,0
1843,0,0,10,Base,181,150,-11.0,-11.0,1.00453,0.377691,0.177886,CCW,0
1791,0,0,10,Base,182,0,-16.1,-16.1,0.8637959999999999,0.15768900000000002,0.17265999999999998,CCW,0
1928,0,1,10,Base,183,60,2.1,2.1,0.977936,0.714484,0.160631,CCW,0
1873,0,0,10,Base,184,-60,-2.28,-2.28,0.891867,0.303225,0.202376,CCW,0
1954,0,1,10,Base,185,-30,-8.65,-8.65,1.0157200000000002,0.461611,0.307305,CCW,0
1913,0,0,10,Base,186,-150,-6.19,-6.19,1.14297,0.569804,0.0607385,CCW,0
1866,0,0,10,Base,187,-60,-11.0,-11.0,1.20668,0.37708200000000003,0.237064,CCW,0
1888,0,0,10,Base,188,-90,-8.17,-8.17,1.03103,0.448991,0.205643,CCW,0
1876,0,0,10,Base,189,-60,-1.97,-1.97,0.746438,0.303721,0.215156,CCW,0
1922,0,1,10,Base,190,30,4.54,4.54,1.27148,0.463721,0.0445385,CCW,0
1852,0,0,10,Base,191,150,-7.22,-7.22,1.25558,0.707754,0.0569063,CCW,0
1918,0,1,10,Base,192,0,-3.09,-3.09,0.869209,0.158209,0.224044,CCW,0
1856,0,0,10,Base,193,-30,-4.38,-4.38,1.19529,0.193687,0.154421,CCW,0
1874,0,0,10,Base,194,-60,-2.4,-2.4,0.8298120000000001,0.688001,0.0399726,CCW,0
1784,0,0,10,Base,195,0,2.06,2.06,1.11065,0.38190999999999997,0.1517,CCW,0
1805,0,0,10,Base,196,30,0.442,0.442,1.0969799999999998,0.340573,0.15800899999999998,CCW,0
1956,0,1,10,Base,197,-60,-14.9,-14.9,0.592418,0.351475,0.120671,CCW,0
1808,0,0,10,Base,198,60,-4.95,-4.95,0.715719,0.532355,0.0529029,CCW,0
94,0,0,1,Base,1,-60,-4.89,-4.89,0.806261,0.5609350000000001,0.29530300000000004,CW,0
3960,0,1,1,Adaptation,199,0,-1.8572,31.8572,1070.260238,468.0657409,,CW,30
6160,0,0,1,Generalisation,309,-60,4.43987382,4.43987382,,,,CW,0
39,0,0,1,Base,2,90,0.526,0.526,0.8119850000000001,0.288892,0.21421300000000001,CW,0
3961,0,1,1,Adaptation,200,0,0.33081,29.669190000000004,826.4146012,637.7225392999999,,CW,30
6161,0,0,1,Generalisation,310,-120,3.3160025369999997,3.3160025369999997,,,,CW,0
83,0,0,1,Base,3,-30,2.22,2.22,0.8721059999999999,0.41259700000000005,0.129934,CW,0
3962,0,1,1,Adaptation,201,0,15.3184,14.6816,1025.832154,666.8689022000001,,CW,30
6162,0,0,1,Generalisation,311,-90,5.728268289,5.728268289,,,,CW,0
12,0,0,1,Base,4,30,1.54,1.54,0.573166,0.292443,0.199158,CW,0
3963,0,1,1,Adaptation,202,0,22.63089,7.369110000000001,732.5490026000001,426.6805935,,CW,30
6163,0,0,1,Generalisation,312,-120,5.541983714,5.541983714,,,,CW,0
1,0,0,1,Base,5,0,0.636,0.636,0.9514549999999999,0.716071,0.12071400000000002,CW,0
3964,0,1,1,Adaptation,203,0,16.2207,13.7793,1112.7851349999999,191.87864030000003,,CW,30
6164,0,0,1,Generalisation,313,-150,3.497968362,3.497968362,,,,CW,0
11,0,0,1,Base,6,0,0.708,0.708,0.983266,0.678346,0.191601,CW,0
3965,0,1,1,Adaptation,204,0,25.26539,4.73461,1112.0371380000001,530.3261115,,CW,30
6165,0,0,1,Generalisation,314,-90,3.256553597,3.256553597,,,,CW,0
124,0,0,1,Base,7,-150,-5.46,-5.46,0.9745520000000001,0.47148500000000004,0.213927,CW,0
3966,0,1,1,Adaptation,205,0,15.2873,14.7127,1035.468369,718.7144222999999,,CW,30
6166,0,0,1,Generalisation,315,-90,2.132087311,2.132087311,,,,CW,0
127,0,0,1,Base,8,-150,0.904,0.904,0.8671,0.49476099999999995,0.0231261,CW,0
3967,0,1,1,Adaptation,206,0,18.1851,11.8149,842.4357284,709.4584683999999,,CW,30
6167,0,0,1,Generalisation,316,150,7.369375333,7.369375333,,,,CW,0
172,0,1,1,Base,9,-30,-5.17,-5.17,1.05634,0.858281,0.0548352,CW,0
3968,0,1,1,Adaptation,207,0,20.52654,9.473460000000001,1238.231261,626.6219472,,CW,30
6168,0,0,1,Generalisation,317,-90,5.730608623999999,5.730608623999999,,,,CW,0
183,0,1,1,Base,10,-90,-1.19,-1.19,1.06997,0.218815,0.151558,CW,0
3969,0,1,1,Adaptation,208,0,16.6872,13.3128,1186.8917119999999,688.6931517,,CW,30
6169,0,0,1,Generalisation,318,120,2.260361317,2.260361317,,,,CW,0
101,0,0,1,Base,11,-90,6.7,6.7,0.9488979999999999,0.44863100000000006,0.175375,CW,0
3970,0,1,1,Adaptation,209,0,21.54788,8.452119999999999,1100.553393,408.0273529,,CW,30
6170,0,0,1,Generalisation,319,60,7.686750552,7.686750552,,,,CW,0
87,0,0,1,Base,12,-60,4.25,4.25,0.997811,0.6768,0.09277389999999999,CW,0
3971,0,1,1,Adaptation,210,0,28.58979,1.41021,1298.562178,290.5861318,,CW,30
6171,0,0,1,Generalisation,320,-60,7.86278636,7.86278636,,,,CW,0
176,0,1,1,Base,13,-60,0.187,0.187,1.32291,0.373438,0.0287226,CW,0
3972,0,1,1,Adaptation,211,0,20.329929999999997,9.670069999999999,1139.903464,391.245213,,CW,30
6172,0,0,1,Generalisation,321,-30,9.834775557,9.834775557,,,,CW,0
4,0,0,1,Base,14,0,4.19,4.19,0.588001,0.28636300000000003,0.123228,CW,0
3973,0,1,1,Adaptation,212,0,15.9516,14.0484,988.2399583999999,594.3199086,,CW,30
6173,0,0,1,Generalisation,322,30,11.9930573,11.9930573,,,,CW,0
57,0,0,1,Base,15,120,1.71,1.71,0.70586,0.11615199999999999,0.19686800000000002,CW,0
3974,0,1,1,Adaptation,213,0,24.483060000000002,5.51694,852.2603849999999,856.3946391000001,,CW,30
6174,0,0,1,Generalisation,323,120,3.700974888,3.700974888,,,,CW,0
54,0,0,1,Base,16,120,-9.89,-9.89,1.10331,-0.0264111,0.0937544,CW,0
3975,0,1,1,Adaptation,214,0,24.981289999999998,5.01871,997.7944877999998,416.03598439999996,,CW,30
6175,0,0,1,Generalisation,324,-150,4.691165305,4.691165305,,,,CW,0
82,0,0,1,Base,17,-30,-16.6,-16.6,0.565778,0.679875,0.246179,CW,0
3976,0,1,1,Adaptation,215,0,20.70913,9.29087,808.502794,605.7783737999999,,CW,30
6176,0,0,1,Generalisation,325,150,7.267708757,7.267708757,,,,CW,0
142,0,1,1,Base,18,30,5.34,5.34,1.0156100000000001,0.619282,0.00985599,CW,0
3977,0,1,1,Adaptation,216,0,26.875190000000003,3.1248099999999996,967.7987145999999,794.8101432999999,,CW,30
6177,0,0,1,Generalisation,326,90,2.026992334,2.026992334,,,,CW,0
7,0,0,1,Base,19,0,3.06,3.06,0.895068,0.532215,0.197879,CW,0
3978,0,1,1,Adaptation,217,0,24.757279999999998,5.242719999999999,1147.9489839999999,507.46651389999994,,CW,30
6178,0,0,1,Generalisation,327,-150,7.6735916070000005,7.6735916070000005,,,,CW,0
25,0,0,1,Base,20,60,2.41,2.41,0.857383,0.7684529999999999,0.201572,CW,0
3979,0,1,1,Adaptation,218,0,26.584259999999997,3.41574,967.7739925000001,449.28282010000004,,CW,30
6179,0,0,1,Generalisation,328,30,14.505924800000003,14.505924800000003,,,,CW,0
147,0,1,1,Base,21,60,-1.34,-1.34,0.9070540000000001,0.33069699999999996,0.112802,CW,0
3980,0,1,1,Adaptation,219,0,26.15713,3.8428699999999996,1061.05963,397.97088080000003,,CW,30
6180,0,0,1,Generalisation,329,0,18.59732684,18.59732684,,,,CW,0
197,0,1,1,Base,22,-150,-3.98,-3.98,1.24316,0.666769,0.000424025,CW,0
3981,0,1,1,Adaptation,220,0,14.8884,15.1116,770.1259418999999,772.3386644,,CW,30
6181,0,0,1,Generalisation,330,-60,3.101514729,3.101514729,,,,CW,0
100,0,0,1,Base,23,-90,-2.92,-2.92,0.877991,0.6214109999999999,0.029446299999999998,CW,0
3982,0,1,1,Adaptation,221,0,23.04159,6.958410000000001,591.1265795,606.2955318,,CW,30
6182,0,0,1,Generalisation,331,0,18.93831199,18.93831199,,,,CW,0
171,0,1,1,Base,24,-30,4.32,4.32,1.0901399999999999,0.47792399999999996,0.173474,CW,0
3983,0,1,1,Adaptation,222,0,20.5731,9.4269,991.9542765000001,722.4243048999999,,CW,30
6183,0,0,1,Generalisation,332,0,19.77236825,19.77236825,,,,CW,0
29,0,0,1,Base,25,60,12.6,12.6,0.8927450000000001,0.510253,0.163372,CW,0
3984,0,1,1,Adaptation,223,0,28.36925,1.63075,929.6699638,60.63734168,,CW,30
6184,0,0,1,Generalisation,333,-30,10.97966595,10.97966595,,,,CW,0
105,0,0,1,Base,26,-90,-13.3,-13.3,0.8369479999999999,0.555846,0.240479,CW,0
3985,0,1,1,Adaptation,224,0,21.891029999999997,8.10897,1062.559153,454.6354746,,CW,30
6185,0,0,1,Generalisation,334,-60,7.215136232000001,7.215136232000001,,,,CW,0
76,0,0,1,Base,27,-30,-4.65,-4.65,0.9314709999999999,0.278086,0.34449,CW,0
3986,0,1,1,Adaptation,225,0,28.18275,1.81725,1123.659308,475.42594069999996,,CW,30
6186,0,0,1,Generalisation,335,-150,5.307106806,5.307106806,,,,CW,0
103,0,0,1,Base,28,-90,0.757,0.757,0.962842,0.311665,0.09708539999999999,CW,0
3987,0,1,1,Adaptation,226,0,22.17811,7.82189,934.2528572999998,447.0517046,,CW,30
6187,0,0,1,Generalisation,336,30,16.69123881,16.69123881,,,,CW,0
28,0,0,1,Base,29,60,-4.04,-4.04,0.6674220000000001,0.511235,0.11297,CW,0
3988,0,1,1,Adaptation,227,0,18.3294,11.6706,993.5778256000001,770.3636351,,CW,30
6188,0,0,1,Generalisation,337,150,2.6165433830000002,2.6165433830000002,,,,CW,0
114,0,0,1,Base,30,-120,-13.3,-13.3,1.0077200000000002,0.22961399999999998,0.19543,CW,0
3989,0,1,1,Adaptation,228,0,18.0215,11.9785,845.6532649000001,415.1480256,,CW,30
6189,0,0,1,Generalisation,338,0,19.85793953,19.85793953,,,,CW,0
129,0,0,1,Base,31,-150,-3.42,-3.42,0.8792,0.281503,0.199465,CW,0
3990,0,1,1,Adaptation,229,0,34.8991,-4.8991,796.3544297999999,445.98150769999995,,CW,30
6190,0,0,1,Generalisation,339,-30,13.87992916,13.87992916,,,,CW,0
9,0,0,1,Base,32,0,0.9159999999999999,0.9159999999999999,0.878056,0.693036,0.08201189999999998,CW,0
3991,0,1,1,Adaptation,230,0,21.090410000000002,8.90959,878.5746482000001,514.4835461,,CW,30
6191,0,0,1,Generalisation,340,-90,4.385770645,4.385770645,,,,CW,0
115,0,0,1,Base,33,-120,-4.71,-4.71,0.708216,0.16609300000000002,0.0982713,CW,0
3992,0,1,1,Adaptation,231,0,23.201710000000002,6.79829,1081.238298,412.5309368,,CW,30
6192,0,0,1,Generalisation,341,90,2.496183093,2.496183093,,,,CW,0
74,0,0,1,Base,34,-30,-6.02,-6.02,1.0923100000000001,0.702774,0.19027,CW,0
3993,0,1,1,Adaptation,232,0,20.205,9.795,762.5542494,567.264637,,CW,30
6193,0,0,1,Generalisation,342,60,5.590500686,5.590500686,,,,CW,0
10,0,0,1,Base,35,0,2.82,2.82,1.03155,0.645879,0.134418,CW,0
3994,0,1,1,Adaptation,233,0,23.17004,6.829960000000001,1138.0189599999999,522.921651,,CW,30
6194,0,0,1,Generalisation,343,60,7.473430979,7.473430979,,,,CW,0
26,0,0,1,Base,36,60,2.35,2.35,0.715845,0.521839,0.161807,CW,0
3995,0,1,1,Adaptation,234,0,33.26948,-3.2694799999999997,1021.622958,786.6964245,,CW,30
6195,0,0,1,Generalisation,344,-90,4.277981878,4.277981878,,,,CW,0
67,0,0,1,Base,37,150,-2.6,-2.6,0.919336,0.452491,0.15268800000000002,CW,0
3996,0,1,1,Adaptation,235,0,23.465020000000003,6.53498,1059.199026,287.0565944,,CW,30
6196,0,0,1,Generalisation,345,120,3.653371905,3.653371905,,,,CW,0
131,0,0,1,Base,38,-150,9.07,9.07,0.777259,0.136072,0.19669,CW,0
3997,0,1,1,Adaptation,236,0,24.91444,5.08556,962.706798,486.1559139,,CW,30
6197,0,0,1,Generalisation,346,90,4.1820479630000005,4.1820479630000005,,,,CW,0
36,0,0,1,Base,39,90,7.86,7.86,1.13736,0.593109,0.18746,CW,0
3998,0,1,1,Adaptation,237,0,27.851059999999997,2.14894,800.5839047000001,428.6644027,,CW,30
6198,0,0,1,Generalisation,347,-120,2.012014012,2.012014012,,,,CW,0
143,0,1,1,Base,40,30,2.18,2.18,0.868799,0.562655,0.0961112,CW,0
3999,0,1,1,Adaptation,238,0,22.03901,7.96099,701.2414163999999,681.3595735,,CW,30
6199,0,0,1,Generalisation,348,-150,6.423346966,6.423346966,,,,CW,0
17,0,0,1,Base,41,30,-7.34,-7.34,0.72436,0.22645700000000002,0.105459,CW,0
4000,0,1,1,Adaptation,239,0,14.8986,15.1014,844.3196207000001,475.87950750000005,,CW,30
6200,0,0,1,Generalisation,349,60,5.513465083,5.513465083,,,,CW,0
46,0,0,1,Base,42,90,-1.1,-1.1,0.8356540000000001,0.416633,0.255364,CW,0
4001,0,1,1,Adaptation,240,0,14.1736,15.8264,956.8486446000001,460.91249789999995,,CW,30
6201,0,0,1,Generalisation,350,120,4.722710211,4.722710211,,,,CW,0
41,0,0,1,Base,43,90,-2.93,-2.93,0.761996,0.289436,0.0957837,CW,0
4002,0,1,1,Adaptation,241,0,31.681620000000002,-1.6816200000000001,1159.686569,420.4247695,,CW,30
6202,0,0,1,Generalisation,351,30,13.67004329,13.67004329,,,,CW,0
86,0,0,1,Base,44,-60,-4.69,-4.69,0.818174,0.320119,0.0623308,CW,0
4003,0,1,1,Adaptation,242,0,26.24083,3.7591699999999997,1231.394548,554.1176213,,CW,30
6203,0,0,1,Generalisation,352,60,7.457313699,7.457313699,,,,CW,0
146,0,1,1,Base,45,60,-12.3,-12.3,0.865714,0.44795100000000004,0.10794000000000001,CW,0
4004,0,1,1,Adaptation,243,0,20.44395,9.55605,1086.881434,421.946498,,CW,30
6204,0,0,1,Generalisation,353,-30,9.506301765,9.506301765,,,,CW,0
78,0,0,1,Base,46,-30,-0.971,-0.971,1.05935,0.313798,0.283527,CW,0
4005,0,1,1,Adaptation,244,0,33.99139,-3.99139,703.4149368,476.0997402,,CW,30
6205,0,0,1,Generalisation,354,-30,14.14005084,14.14005084,,,,CW,0
117,0,0,1,Base,47,-120,-5.05,-5.05,0.8196760000000001,0.317386,0.14463,CW,0
4006,0,1,1,Adaptation,245,0,21.3836,8.6164,1193.865885,446.5200415,,CW,30
6206,0,0,1,Generalisation,355,30,15.04605523,15.04605523,,,,CW,0
84,0,0,1,Base,48,-60,-5.42,-5.42,1.05511,0.425856,0.15400999999999998,CW,0
4007,0,1,1,Adaptation,246,0,27.7868,2.2132,1131.125555,452.59407130000005,,CW,30
6207,0,0,1,Generalisation,356,-30,16.69988242,16.69988242,,,,CW,0
2,0,0,1,Base,49,0,-10.0,-10.0,1.01698,0.394517,0.0851528,CW,0
4008,0,1,1,Adaptation,247,0,20.54279,9.45721,999.6641908,161.6813678,,CW,30
6208,0,0,1,Generalisation,357,0,20.31035244,20.31035244,,,,CW,0
135,0,1,1,Base,50,0,-7.92,-7.92,1.00746,0.146376,0.121648,CW,0
4009,0,1,1,Adaptation,248,0,29.467244,0.532756,1347.9896449999999,449.19898789999996,,CW,30
6209,0,0,1,Generalisation,358,-150,6.7274083760000005,6.7274083760000005,,,,CW,0
40,0,0,1,Base,51,90,-7.73,-7.73,1.2206700000000001,0.43508900000000006,0.0410268,CW,0
4010,0,1,1,Adaptation,249,0,29.292883000000003,0.707117,815.4414957,577.4205038,,CW,30
6210,0,0,1,Generalisation,359,-120,3.1965445439999995,3.1965445439999995,,,,CW,0
194,0,1,1,Base,52,-150,-1.63,-1.63,1.08376,0.845141,0.284527,CW,0
4011,0,1,1,Adaptation,250,0,15.6806,14.3194,805.5471261,538.8243497999999,,CW,30
6211,0,0,1,Generalisation,360,-60,3.734435874,3.734435874,,,,CW,0
134,0,1,1,Base,53,0,-9.41,-9.41,0.761224,0.301719,0.0445978,CW,0
