fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,resp.rt,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran
0.45,left,1,0,11,11,1,1,stim/both.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4344,,,,,,,
0.4,left,1,0,12,12,15,1,stim/blank.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4833,,,,,,,
0.65,right,1,0,13,13,4,1,stim/lower.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4999,,,,,,,
0.6,left,0,0,14,14,20,1,stim/lower.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4337,,,,,,,
0.55,right,1,0,15,15,5,1,stim/both.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5339,,,,,,,
1.15,left,1,0,16,16,19,1,stim/blank.png,stim/incongLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5504,,,,,,,
1,left,1,0,17,17,14,1,stim/centre.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5076,,,,,,,
1.55,right,1,0,18,18,6,1,stim/centre.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.3871,,,,,,,
0.95,right,1,0,19,19,11,1,stim/blank.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5045,,,,,,,
0.7,left,1,0,20,20,2,1,stim/centre.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4899,,,,,,,
1.3,left,1,0,21,21,13,1,stim/both.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4338,,,,,,,
1.5,right,1,0,22,22,21,1,stim/both.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.7172,,,,,,,
0.85,right,1,0,23,23,7,1,stim/blank.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5416,,,,,,,
1.2,left,1,,,,,,stim/blank.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.3557,space,38.1172,0,0,0,3,1
0.65,right,1,,,,,,stim/blank.png,stim/neutralRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4673,,,0,1,1,43,1
1.35,right,1,,,,,,stim/blank.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4669,,,0,2,2,11,1
0.4,right,1,,,,,,stim/both.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5918,,,0,3,3,37,1
1.25,left,1,,,,,,stim/centre.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.3919,,,0,4,4,14,1
1.4,right,1,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4674,,,0,5,5,36,1
1.15,left,1,,,,,,stim/centre.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.3885,,,0,6,6,2,1
0.75,right,0,,,,,,stim/centre.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.3682,,,0,7,7,30,1
0.85,left,1,,,,,,stim/upper.png,stim/incongLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4672,,,0,8,8,16,1
0.4,right,1,,,,,,stim/both.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.4504,,,0,9,9,5,1
1.3,right,1,,,,,,stim/centre.png,stim/neutralRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.8006,,,0,10,10,42,1
0.8,left,1,,,,,,stim/both.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5178,,,0,11,11,45,1
1.35,right,0,,,,,,stim/both.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.334,,,0,12,12,33,1
0.55,right,1,,,,,,stim/lower.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.7004,,,0,13,13,20,1
0.65,right,1,,,,,,stim/centre.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5174,,,0,14,14,26,1
1.55,left,1,,,,,,stim/centre.png,stim/incongLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5841,,,0,15,15,18,1
0.45,right,1,,,,,,stim/blank.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5839,,,0,16,16,7,1
1.4,right,1,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.7009,,,0,17,17,38,1
1.55,left,1,,,,,,stim/blank.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.651,,,0,18,18,31,1
1.15,left,1,,,,,,stim/both.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,0.5172,,,0,19,19,13,1
1.05,,0,,,,,,stim/lower.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,20,20,28,1
1.35,,0,,,,,,stim/blank.png,stim/incongLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,21,21,19,1
1.45,,0,,,,,,stim/centre.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,22,22,10,1
1.4,,0,,,,,,stim/lower.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,23,23,12,1
1,,0,,,,,,stim/upper.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,24,24,24,1
0.8,,0,,,,,,stim/lower.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,25,25,44,1
0.7,,0,,,,,,stim/upper.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,26,26,8,1
1.45,,0,,,,,,stim/centre.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,27,27,22,1
1.25,,0,,,,,,stim/blank.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,28,28,15,1
1.3,,0,,,,,,stim/lower.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,29,29,4,1
1.3,,0,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,30,30,35,1
1.5,,0,,,,,,stim/blank.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,31,31,47,1
0.65,,0,,,,,,stim/both.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,32,32,25,1
1.25,,0,,,,,,stim/both.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,33,33,9,1
0.5,,0,,,,,,stim/upper.png,stim/neutralRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,34,34,40,1
1.5,,0,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,35,35,39,1
0.85,,0,,,,,,stim/both.png,stim/incongLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,36,36,17,1
1.2,,0,,,,,,stim/both.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,37,37,1,1
1.25,,0,,,,,,stim/both.png,stim/neutralRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,38,38,41,1
0.5,,0,,,,,,stim/blank.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,39,39,27,1
0.65,,0,,,,,,stim/centre.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,40,40,6,1
0.5,,0,,,,,,stim/upper.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,41,41,0,1
0.75,,0,,,,,,stim/both.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,42,42,21,1
1.5,,0,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,43,43,32,1
0.8,,0,,,,,,stim/blank.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,44,44,23,1
1.45,,0,,,,,,stim/centre.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,45,45,46,1
0.7,,0,,,,,,stim/both.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,46,46,29,1
1.35,,0,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,0,47,47,34,1
0.95,,0,,,,,,stim/centre.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,0,48,22,1
1.5,,0,,,,,,stim/upper.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,1,49,32,1
0.85,,0,,,,,,stim/centre.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,2,50,30,1
1.45,,0,,,,,,stim/both.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,3,51,37,1
0.9,,0,,,,,,stim/lower.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,4,52,12,1
0.4,,0,,,,,,stim/blank.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,5,53,11,1
0.4,,0,,,,,,stim/blank.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,6,54,47,1
1.05,,0,,,,,,stim/lower.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,7,55,44,1
1.5,,0,,,,,,stim/upper.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,8,56,0,1
0.65,,0,,,,,,stim/centre.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,9,57,26,1
1.55,,0,,,,,,stim/both.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,10,58,21,1
1.2,,0,,,,,,stim/centre.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,11,59,14,1
0.4,,0,,,,,,stim/both.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,12,60,29,1
0.8,,0,,,,,,stim/centre.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,13,61,46,1
1.1,,0,,,,,,stim/both.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,14,62,1,1
1.05,,0,,,,,,stim/blank.png,stim/incongLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,15,63,23,1
1.1,,0,,,,,,stim/blank.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,16,64,15,1
1.55,,0,,,,,,stim/lower.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,17,65,28,1
1.4,,0,,,,,,stim/upper.png,stim/neutralRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,18,66,40,1
0.55,,0,,,,,,stim/both.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,19,67,25,1
1.2,,0,,,,,,stim/blank.png,stim/neutralRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,20,68,43,1
0.4,,0,,,,,,stim/centre.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,21,69,10,1
1.25,,0,,,,,,stim/blank.png,stim/incongLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,22,70,19,1
1.4,,0,,,,,,stim/blank.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,23,71,27,1
0.9,,0,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,24,72,39,1
1.25,,0,,,,,,stim/centre.png,stim/incongLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,25,73,18,1
1.1,,0,,,,,,stim/centre.png,stim/neutralRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,26,74,42,1
1.15,,0,,,,,,stim/both.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,27,75,33,1
1.25,,0,,,,,,stim/blank.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,28,76,3,1
1.55,,0,,,,,,stim/both.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,29,77,5,1
0.75,,0,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,30,78,34,1
0.85,,0,,,,,,stim/both.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,31,79,9,1
0.55,,0,,,,,,stim/both.png,stim/neutralRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,32,80,45,1
0.9,,0,,,,,,stim/lower.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,33,81,36,1
1.55,,0,,,,,,stim/blank.png,stim/incongRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,34,82,31,1
1.45,,0,,,,,,stim/both.png,stim/congRight.png,left,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,35,83,13,1
1.55,,0,,,,,,stim/blank.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,36,84,7,1
1.25,,0,,,,,,stim/upper.png,stim/incongRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,37,85,24,1
0.45,,0,,,,,,stim/upper.png,stim/congRight.png,right,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,38,86,8,1
1.2,,0,,,,,,stim/centre.png,stim/neutralLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,39,87,38,1
1.35,,0,,,,,,stim/centre.png,stim/congLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,40,88,2,1
0.85,,0,,,,,,stim/lower.png,stim/congLeft.png,right,180,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,41,89,4,1
1.05,,0,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,999,001,2022-04-05_14h18.29.375,ANT,2021.2.3,Win32,60.16847172,,,,1,42,90,35,1
