fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
1.35,right,0,1.468,0,0,0,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.3,left,1,1.2029,0,1,1,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.5,left,1,0.8779,0,2,2,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.6,left,1,1.1945,0,3,3,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.55,right,1,0.5359,0,4,4,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.6,right,1,0.5333,0,5,5,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.6,left,1,1.0004,0,6,6,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.75,right,1,0.4759,0,7,7,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.75,left,0,0.4029,0,8,8,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.45,left,1,0.5369,0,9,9,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.4,left,0,0.4188,0,10,10,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.15,left,1,0.5668,0,11,11,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.25,left,1,0.6738,0,12,12,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.7,left,0,0.4924,0,13,13,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.7,right,1,0.4528,0,14,14,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.25,right,1,0.5176,0,15,15,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.4,left,1,0.4522,0,16,16,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.2,left,1,0.4343,0,17,17,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.8,left,1,0.4014,0,18,18,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.5,right,1,0.3425,0,19,19,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.75,right,1,0.4012,0,20,20,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.05,right,1,0.4241,0,21,21,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
1.45,left,0,0.2848,0,22,22,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.45,right,0,0.3716,0,23,23,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,,,,,,,,,,
0.9,left,1,0.3689,,,,,,stim/centre.png,stim/congLeft.png,left,0,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,space,14.2343,0,0,0,2,1,,,,,
1.15,right,1,0.5368,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,,001,2022-01-21_23h07.06.001,ANT,2021.2.3,Win32,60.07449237,,,0,1,1,39,1,,,,,
