fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
0.8,left,1,1.2549,0,0,0,3,1,stim/blank.png,stim/congLeft.png,left,0,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
0.65,right,0,0.887,0,1,1,17,1,stim/both.png,stim/incongLeft.png,left,0,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.45,left,0,0.9061,0,2,2,22,1,stim/centre.png,stim/incongLeft.png,right,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
0.5,left,1,0.9176,0,3,3,14,1,stim/centre.png,stim/congRight.png,left,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.5,right,1,0.6826,0,4,4,6,1,stim/centre.png,stim/congLeft.png,right,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.05,right,1,1.4352,0,5,5,23,1,stim/blank.png,stim/incongLeft.png,right,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
0.75,right,1,0.6722,0,6,6,5,1,stim/both.png,stim/congLeft.png,right,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.3,right,1,0.5551,0,7,7,10,1,stim/centre.png,stim/congRight.png,right,0,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
0.55,right,1,0.5499,0,8,8,9,1,stim/both.png,stim/congRight.png,right,0,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
0.85,right,1,0.4496,0,9,9,8,1,stim/upper.png,stim/congRight.png,right,0,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.35,left,1,0.5945,0,10,10,2,1,stim/centre.png,stim/congLeft.png,left,0,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.25,right,1,0.5214,0,11,11,7,1,stim/blank.png,stim/congLeft.png,right,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.05,right,1,0.4766,0,12,12,4,1,stim/lower.png,stim/congLeft.png,right,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.1,left,1,0.7053,0,13,13,13,1,stim/both.png,stim/congRight.png,left,180,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
1.45,left,1,0.5882,0,14,14,0,1,stim/upper.png,stim/congLeft.png,left,0,20175575,001,2022-04-04_11h01.27.545,ANT,2021.2.3,Win32,60.07810153,,,,,,,,,,,,
