fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
1.1,right,1,1.031,0,0,0,9,1,stim/both.png,stim/congRight.png,right,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.6,left,1,0.639,0,1,1,19,1,stim/blank.png,stim/incongLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.4,left,1,0.669,0,2,2,16,1,stim/upper.png,stim/incongLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.5,right,1,0.741,0,3,3,21,1,stim/both.png,stim/incongLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.8,right,1,0.47,0,4,4,20,1,stim/lower.png,stim/incongLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.9,left,1,0.433,0,5,5,14,1,stim/centre.png,stim/congRight.png,left,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.55,right,0,0.529,0,6,6,18,1,stim/centre.png,stim/incongLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.3,left,0,0.475,0,7,7,22,1,stim/centre.png,stim/incongLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.15,left,1,1.053,0,8,8,3,1,stim/blank.png,stim/congLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.15,right,1,0.382,0,9,9,23,1,stim/blank.png,stim/incongLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.05,right,1,0.471,0,10,10,7,1,stim/blank.png,stim/congLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.05,left,1,0.482,0,11,11,13,1,stim/both.png,stim/congRight.png,left,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.85,right,1,0.985,0,12,12,6,1,stim/centre.png,stim/congLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.45,,0,,0,13,13,11,1,stim/blank.png,stim/congRight.png,right,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.15,,0,,0,14,14,12,1,stim/lower.png,stim/congRight.png,left,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.7,,0,,0,15,15,17,1,stim/both.png,stim/incongLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.3,,0,,0,16,16,2,1,stim/centre.png,stim/congLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.3,,0,,0,17,17,5,1,stim/both.png,stim/congLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.25,,0,,0,18,18,8,1,stim/upper.png,stim/congRight.png,right,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.2,,0,,0,19,19,0,1,stim/upper.png,stim/congLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.4,,0,,0,20,20,10,1,stim/centre.png,stim/congRight.png,right,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.8,,0,,0,21,21,4,1,stim/lower.png,stim/congLeft.png,right,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
0.5,,0,,0,22,22,1,1,stim/both.png,stim/congLeft.png,left,0,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
1.3,,0,,0,23,23,15,1,stim/blank.png,stim/congRight.png,left,180,kj,001,2022-03-17_12h43.23.865,ANT,2021.2.3,MacIntel,58.82352941
