fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,resp.rt,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
0.75,,0,0,0,0,8,1,stim/upper.png,stim/congRight.png,right,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,,,,,,,,,,,,,
1.3,right,1,0,1,1,9,1,stim/both.png,stim/congRight.png,right,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.5404,,,,,,,,,,,,
0.85,right,1,0,2,2,4,1,stim/lower.png,stim/congLeft.png,right,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.3799,,,,,,,,,,,,
0.85,left,1,0,3,3,14,1,stim/centre.png,stim/congRight.png,left,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.4338,,,,,,,,,,,,
1.05,left,1,0,4,4,3,1,stim/blank.png,stim/congLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.4829,,,,,,,,,,,,
1.5,left,1,0,5,5,16,1,stim/upper.png,stim/incongLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,1.288,,,,,,,,,,,,
0.9,right,1,0,6,6,11,1,stim/blank.png,stim/congRight.png,right,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.4729,,,,,,,,,,,,
1.55,left,0,0,7,7,7,1,stim/blank.png,stim/congLeft.png,right,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.6278,,,,,,,,,,,,
1.4,left,1,0,8,8,13,1,stim/both.png,stim/congRight.png,left,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.5244,,,,,,,,,,,,
0.6,left,1,0,9,9,0,1,stim/upper.png,stim/congLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.3945,,,,,,,,,,,,
0.7,left,0,0,10,10,22,1,stim/centre.png,stim/incongLeft.png,right,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.4231,,,,,,,,,,,,
1.05,left,1,0,11,11,15,1,stim/blank.png,stim/congRight.png,left,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.7568,,,,,,,,,,,,
1.55,left,1,0,12,12,12,1,stim/lower.png,stim/congRight.png,left,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.4085,,,,,,,,,,,,
0.9,left,0,0,13,13,20,1,stim/lower.png,stim/incongLeft.png,right,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.3528,,,,,,,,,,,,
1.15,left,1,0,14,14,1,1,stim/both.png,stim/congLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.3958,,,,,,,,,,,,
1.4,,0,0,15,15,21,1,stim/both.png,stim/incongLeft.png,right,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,,,,,,,,,,,,,
0.5,right,0,0,16,16,19,1,stim/blank.png,stim/incongLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,1.0129,,,,,,,,,,,,
1.15,left,1,0,17,17,17,1,stim/both.png,stim/incongLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,1.0897,,,,,,,,,,,,
1.5,right,1,0,18,18,5,1,stim/both.png,stim/congLeft.png,right,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.6788,,,,,,,,,,,,
0.7,right,1,0,19,19,6,1,stim/centre.png,stim/congLeft.png,right,180,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.4665,,,,,,,,,,,,
0.9,right,0,0,20,20,18,1,stim/centre.png,stim/incongLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.6805,,,,,,,,,,,,
0.45,left,1,0,21,21,2,1,stim/centre.png,stim/congLeft.png,left,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.6268,,,,,,,,,,,,
0.6,right,1,0,22,22,10,1,stim/centre.png,stim/congRight.png,right,0,felipe,001,2022-03-16_09h23.12.629,ANT,2021.2.3,Win32,59.90893841,0.7491,,,,,,,,,,,,
