fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
0.55,right,1,0.8299,0,0,0,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.2,right,1,0.6228,0,1,1,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.4,right,1,0.4374,0,2,2,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.85,left,0,0.5072,0,3,3,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.45,left,1,0.6947,0,4,4,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.15,left,1,0.6725,0,5,5,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.1,left,0,0.5756,0,6,6,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.55,left,1,0.605,0,7,7,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.75,right,1,0.6236,0,8,8,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.5,right,1,0.5086,0,9,9,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.45,left,1,0.626,0,10,10,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.2,right,1,0.525,0,11,11,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.5,right,1,0.4468,0,12,12,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.7,left,1,0.44,0,13,13,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.7,left,1,0.4379,0,14,14,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.05,right,1,0.3389,0,15,15,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.6,right,0,0.4753,0,16,16,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.5,left,1,0.6734,0,17,17,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
1.2,right,1,0.738,0,18,18,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.7,left,1,0.455,0,19,19,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
0.55,,0,,0,20,20,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-04-15_21h40.59.401,ANT,2021.2.3,MacIntel,60.0024001
