fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
1.4,right,1,1.0257,0,0,0,22,1,stim/centre.png,stim/incongLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.9,left,1,0.6467,0,1,1,0,1,stim/upper.png,stim/congLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.7,left,1,0.8475,0,2,2,16,1,stim/upper.png,stim/incongLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.7,left,1,0.4362,0,3,3,2,1,stim/centre.png,stim/congLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.4,right,1,0.5262,0,4,4,7,1,stim/blank.png,stim/congLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.25,left,1,0.4259,0,5,5,14,1,stim/centre.png,stim/congRight.png,left,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.35,right,1,0.4685,0,6,6,10,1,stim/centre.png,stim/congRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.55,left,1,0.6052,0,7,7,3,1,stim/blank.png,stim/congLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.45,right,1,0.6303,0,8,8,9,1,stim/both.png,stim/congRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.35,left,1,0.6549,0,9,9,17,1,stim/both.png,stim/incongLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.75,left,1,0.6867,0,10,10,15,1,stim/blank.png,stim/congRight.png,left,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.15,left,1,0.5356,0,11,11,12,1,stim/lower.png,stim/congRight.png,left,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.25,right,1,0.5214,0,12,12,8,1,stim/upper.png,stim/congRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.65,right,1,0.6305,0,13,13,5,1,stim/both.png,stim/congLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.45,left,1,0.3226,0,14,14,18,1,stim/centre.png,stim/incongLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.7,right,1,0.8184,0,15,15,20,1,stim/lower.png,stim/incongLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.6,right,1,0.6234,0,16,16,21,1,stim/both.png,stim/incongLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.5,right,1,0.5601,0,17,17,6,1,stim/centre.png,stim/congLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.4,right,1,0.3435,0,18,18,4,1,stim/lower.png,stim/congLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.25,left,1,0.6648,0,19,19,19,1,stim/blank.png,stim/incongLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.35,right,1,0.347,0,20,20,11,1,stim/blank.png,stim/congRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.9,left,0,0.475,0,21,21,23,1,stim/blank.png,stim/incongLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
0.7,left,1,0.8894,0,22,22,13,1,stim/both.png,stim/congRight.png,left,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.2,left,1,0.4371,0,23,23,1,1,stim/both.png,stim/congLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,,,,,,,,,,
1.15,left,1,0.6694,,,,,,stim/blank.png,stim/neutralLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,space,4.944,0,0,0,35,1,,,,,
1,right,1,0.4625,,,,,,stim/centre.png,stim/congRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,1,1,10,1,,,,,
1.55,left,1,0.6023,,,,,,stim/both.png,stim/incongLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,2,2,17,1,,,,,
0.65,right,1,0.5703,,,,,,stim/lower.png,stim/congLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,3,3,4,1,,,,,
0.6,right,1,0.5212,,,,,,stim/upper.png,stim/congRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,4,4,8,1,,,,,
1,right,1,0.641,,,,,,stim/blank.png,stim/neutralLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,5,5,39,1,,,,,
0.4,left,1,0.4846,,,,,,stim/both.png,stim/congRight.png,left,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,6,6,13,1,,,,,
0.85,right,1,0.5171,,,,,,stim/blank.png,stim/neutralRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,7,7,43,1,,,,,
0.65,left,1,0.3936,,,,,,stim/both.png,stim/neutralLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,8,8,33,1,,,,,
0.4,left,0,0.2853,,,,,,stim/centre.png,stim/incongRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,9,9,26,1,,,,,
0.9,right,0,0.2886,,,,,,stim/centre.png,stim/incongLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,10,10,18,1,,,,,
0.6,right,1,0.7773,,,,,,stim/blank.png,stim/incongLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,11,11,23,1,,,,,
1.45,right,1,0.5792,,,,,,stim/blank.png,stim/incongRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,12,12,27,1,,,,,
1.2,right,1,0.329,,,,,,stim/both.png,stim/neutralRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,13,13,41,1,,,,,
1.3,right,1,0.8005,,,,,,stim/both.png,stim/incongLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,14,14,21,1,,,,,
1.05,left,1,0.8395,,,,,,stim/both.png,stim/congLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,15,15,1,1,,,,,
0.4,right,1,0.5515,,,,,,stim/blank.png,stim/congLeft.png,right,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,16,16,7,1,,,,,
0.4,left,1,0.4063,,,,,,stim/centre.png,stim/neutralLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,17,17,34,1,,,,,
0.6,right,1,0.5082,,,,,,stim/both.png,stim/incongRight.png,right,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,18,18,25,1,,,,,
1.55,left,1,0.5351,,,,,,stim/centre.png,stim/congLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,19,19,2,1,,,,,
0.9,left,1,0.602,,,,,,stim/centre.png,stim/neutralRight.png,left,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,20,20,46,1,,,,,
1.35,right,0,0.3887,,,,,,stim/lower.png,stim/incongRight.png,left,180,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,21,21,28,1,,,,,
1.55,right,0,0.4002,,,,,,stim/upper.png,stim/incongLeft.png,left,0,WN4 9HH,001,2022-05-08_23h20.40.366,ANT,2021.2.3,Win32,60.26637739,,,0,22,22,16,1,,,,,
