fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate,instResp.keys,instResp.rt,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran
1.35,right,1,0.8035,0,0,0,6,1,stim/centre.png,stim/congLeft.png,right,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.05,right,1,0.6465,0,1,1,11,1,stim/blank.png,stim/congRight.png,right,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.5,right,1,0.5225,0,2,2,7,1,stim/blank.png,stim/congLeft.png,right,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1,left,1,0.5435,0,3,3,1,1,stim/both.png,stim/congLeft.png,left,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.5,left,0,0.5253,0,4,4,22,1,stim/centre.png,stim/incongLeft.png,right,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.5,right,1,0.5548,0,5,5,9,1,stim/both.png,stim/congRight.png,right,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.25,right,1,0.6184,0,6,6,5,1,stim/both.png,stim/congLeft.png,right,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.1,right,1,0.6316,0,7,7,4,1,stim/lower.png,stim/congLeft.png,right,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.4,left,0,1.1021,0,8,8,23,1,stim/blank.png,stim/incongLeft.png,right,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
0.4,right,1,1.0997,0,9,9,10,1,stim/centre.png,stim/congRight.png,right,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
0.95,left,1,0.4864,0,10,10,15,1,stim/blank.png,stim/congRight.png,left,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
0.8,right,1,0.4093,0,11,11,8,1,stim/upper.png,stim/congRight.png,right,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.15,,0,,0,12,12,17,1,stim/both.png,stim/incongLeft.png,left,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.45,left,1,0.4118,0,13,13,3,1,stim/blank.png,stim/congLeft.png,left,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
0.65,left,1,0.5061,0,14,14,13,1,stim/both.png,stim/congRight.png,left,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.45,left,1,0.4001,0,15,15,14,1,stim/centre.png,stim/congRight.png,left,180,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
1.4,,0,,0,16,16,16,1,stim/upper.png,stim/incongLeft.png,left,0,Joe,001,2022-02-13_19h01.04.651,ANT,2021.2.3,Linux x86_64,60.03121623,,,,,,,,,,,,
