fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
1.25,right,1,1.3495,0,0,0,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.25,right,1,0.6502,0,1,1,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.4,left,1,0.7486,0,2,2,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.65,right,1,0.5694,0,3,3,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.05,left,1,0.4985,0,4,4,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.5,left,1,0.5832,0,5,5,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.15,right,1,0.7719,0,6,6,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.85,left,1,0.4661,0,7,7,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.45,right,1,0.6554,0,8,8,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.55,right,1,0.5273,0,9,9,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.7,left,0,0.369,0,10,10,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.45,left,1,0.742,0,11,11,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.35,right,1,0.4617,0,12,12,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.5,right,1,0.6769,0,13,13,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.3,left,1,0.4717,0,14,14,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.65,right,1,0.4484,0,15,15,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.55,right,1,0.4553,0,16,16,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.15,left,1,0.6258,0,17,17,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.4,left,1,0.8985,0,18,18,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.1,right,1,0.4159,0,19,19,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
1.2,left,1,0.4663,0,20,20,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.65,,0,,0,21,21,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
0.6,,0,,0,22,22,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-03-31_07h42.21.258,ANT,2021.2.3,Win32,60.22282445
