fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
1.2,left,1,0.6014,0,0,0,15,1,stim/blank.png,stim/congRight.png,left,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.55,right,1,0.5753,0,1,1,23,1,stim/blank.png,stim/incongLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.7,right,0,0.7655,0,2,2,17,1,stim/both.png,stim/incongLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.4,right,1,0.5307,0,3,3,6,1,stim/centre.png,stim/congLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.35,left,1,0.5502,0,4,4,0,1,stim/upper.png,stim/congLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.7,right,1,0.3991,0,5,5,9,1,stim/both.png,stim/congRight.png,right,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.15,left,1,0.4477,0,6,6,12,1,stim/lower.png,stim/congRight.png,left,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.35,right,1,0.3657,0,7,7,8,1,stim/upper.png,stim/congRight.png,right,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.3,right,1,0.4344,0,8,8,10,1,stim/centre.png,stim/congRight.png,right,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.45,left,0,0.4704,0,9,9,22,1,stim/centre.png,stim/incongLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.3,left,1,0.4658,0,10,10,3,1,stim/blank.png,stim/congLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.4,left,1,0.5009,0,11,11,14,1,stim/centre.png,stim/congRight.png,left,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1,right,1,0.468,0,12,12,5,1,stim/both.png,stim/congLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.4,right,1,0.4342,0,13,13,11,1,stim/blank.png,stim/congRight.png,right,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1,right,1,0.3336,0,14,14,4,1,stim/lower.png,stim/congLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.55,left,0,0.3843,0,15,15,21,1,stim/both.png,stim/incongLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.9,right,0,0.3151,0,16,16,18,1,stim/centre.png,stim/incongLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.1,,0,,0,17,17,1,1,stim/both.png,stim/congLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.3,right,0,0.381,0,18,18,16,1,stim/upper.png,stim/incongLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
1.3,left,0,0.3346,0,19,19,20,1,stim/lower.png,stim/incongLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.6,left,1,0.4845,0,20,20,2,1,stim/centre.png,stim/congLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.45,left,1,0.5857,0,21,21,13,1,stim/both.png,stim/congRight.png,left,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.6,,0,,0,22,22,19,1,stim/blank.png,stim/incongLeft.png,left,0,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
0.85,right,1,0.6221,0,23,23,7,1,stim/blank.png,stim/congLeft.png,right,180,,001,2022-02-08_15h06.43.711,ANT,2021.2.3,Win32,60.5107104
