fixDuration,resp.keys,resp.corr,resp.rt,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,OS,frameRate
1.1,left,0,0.4673,0,0,0,20,1,stim/lower.png,stim/incongLeft.png,right,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.85,left,1,0.4333,0,1,1,3,1,stim/blank.png,stim/congLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1,left,1,0.4245,0,2,2,1,1,stim/both.png,stim/congLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.2,left,0,0.3435,0,3,3,22,1,stim/centre.png,stim/incongLeft.png,right,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.1,right,1,0.4852,0,4,4,4,1,stim/lower.png,stim/congLeft.png,right,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.15,right,1,0.6498,0,5,5,8,1,stim/upper.png,stim/congRight.png,right,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.2,left,1,0.6717,0,6,6,13,1,stim/both.png,stim/congRight.png,left,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.4,left,1,0.3242,0,7,7,12,1,stim/lower.png,stim/congRight.png,left,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.9,right,1,0.4841,0,8,8,9,1,stim/both.png,stim/congRight.png,right,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.95,right,0,0.4832,0,9,9,18,1,stim/centre.png,stim/incongLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.3,left,1,0.4042,0,10,10,2,1,stim/centre.png,stim/congLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.5,right,0,0.4088,0,11,11,17,1,stim/both.png,stim/incongLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.7,left,1,0.4271,0,12,12,15,1,stim/blank.png,stim/congRight.png,left,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.45,left,1,0.4619,0,13,13,14,1,stim/centre.png,stim/congRight.png,left,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.45,right,1,0.4904,0,14,14,10,1,stim/centre.png,stim/congRight.png,right,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.45,left,1,0.5637,0,15,15,16,1,stim/upper.png,stim/incongLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.05,left,1,0.4007,0,16,16,0,1,stim/upper.png,stim/congLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.65,right,1,0.7684,0,17,17,21,1,stim/both.png,stim/incongLeft.png,right,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.45,,0,,0,18,18,23,1,stim/blank.png,stim/incongLeft.png,right,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.4,,0,,0,19,19,5,1,stim/both.png,stim/congLeft.png,right,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
1.4,,0,,0,20,20,19,1,stim/blank.png,stim/incongLeft.png,left,0,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
0.85,,0,,0,21,21,7,1,stim/blank.png,stim/congLeft.png,right,180,999,001,2022-03-31_13h57.53.098,ANT,2021.2.3,Win32,60.32454606
