trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.808034799993038,None,0.105,0.10583333333333333,1,0,0,0.0048398000944871455,None,,001,2020_Nov_28_2004,visual-search,2020.2.8,59.95494984965297,
