trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Lstim.started,Lstim.stopped,Tstim.started,Tstim.stopped,Tstim_2.started,Tstim_2.stopped,Tstim_3.started,Tstim_3.stopped,Tstim_4.started,Tstim_4.stopped,Tstim_5.started,Tstim_5.stopped,Tstim_6.started,Tstim_6.stopped,Tstim_7.started,Tstim_7.stopped,Tstim_8.started,Tstim_8.stopped,Tstim_9.started,Tstim_9.stopped,Tstim_10.started,Tstim_10.stopped,Tstim_11.started,Tstim_11.stopped,Tstim_12.started,Tstim_12.stopped,Tstim_13.started,Tstim_13.stopped,Tstim_14.started,Tstim_14.stopped,Tstim_15.started,Tstim_15.stopped,Tstim_16.started,Tstim_16.stopped,Tstim_17.started,Tstim_17.stopped,Tstim_18.started,Tstim_18.stopped,Tstim_19.started,Tstim_19.stopped,Tstim_20.started,Tstim_20.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,10.204910300002666,None,-0.04416666666666667,-0.26,1,0,0,Lstim,0.016609700047411025,None,,001,2020_Nov_28_1440,visual-search,2020.2.8,59.95246968304407,
1,0,1,0,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,12.131282999995165,None,-0.059166666666666666,-0.1225,1,0,0,Lstim,0.015498879976803437,None,,001,2020_Nov_28_1440,visual-search,2020.2.8,59.95246968304407,
2,0,2,0,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,13.617079599993303,None,-0.2225,0.085,1,0,0,Lstim,0.0040204400138463825,None,,001,2020_Nov_28_1440,visual-search,2020.2.8,59.95246968304407,
3,0,3,0,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,15.03862730000401,None,-0.22333333333333333,0.23583333333333334,1,0,0,Lstim,0.004989540000678971,None,,001,2020_Nov_28_1440,visual-search,2020.2.8,59.95246968304407,
4,0,4,0,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,16.38677270000335,None,0.23666666666666666,0.17416666666666666,1,0,0,Lstim,0.006249040015973151,None,,001,2020_Nov_28_1440,visual-search,2020.2.8,59.95246968304407,
