startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,corr,targetOri,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetCol,distractorCol,mixedOris,setSize,participant,session,date,expName,psychopyVersion,OS,frameRate
0.268518519,0.281481481,1,0,0,-0.016666667,-0.296296296,1,0,0,1.7269,1,"[0,-0.3]",0,0,0,5,1,black,black,0,20,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,-0.274074074,-0.132407407,1,0,0,1.6412,1,"[-0.3,-0.14999999999999997]",0,1,1,7,1,black,black,1,20,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,-0.032407407,-0.289814815,1,0,0,1.1413,1,"[-0.02999999999999997,-0.3]",0,2,2,1,1,black,black,1,5,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,0.12037037,0.301851852,1,0,0,1.3782,1,"[0.12,0.3]",0,3,3,4,1,black,black,1,5,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,-0.015740741,-0.077777778,1,0,0,1.5492,1,"[0,-0.09000000000000002]",0,4,4,3,1,black,black,1,5,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,0.068518519,-0.210185185,1,0,0,2.6932,1,"[0.06,-0.21000000000000002]",0,5,5,8,1,black,black,1,20,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,-0.140740741,-0.041666667,1,0,0,1.0137,1,"[-0.15,-0.02999999999999997]",0,6,6,0,1,black,black,1,5,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,0.162962963,0.081481481,1,0,0,0.8908,1,"[0.18,0.06]",0,7,7,9,1,red,black,1,20,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,0.105555556,0.049074074,1,0,0,0.7424,1,"[0.09000000000000002,0.02999999999999997]",0,8,8,2,1,black,black,1,5,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
,,,,,-0.216666667,-0.197222222,1,0,0,2.725,1,"[-0.24,-0.21000000000000002]",0,9,9,6,1,black,black,1,20,haz,001,2022-02-28_15h33.09.847,visual-search,2020.2.8,Win32,60
