trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,Tstim.started,Tstim.stopped,Tstim_2.started,Tstim_2.stopped,Tstim_3.started,Tstim_3.stopped,Tstim_4.started,Tstim_4.stopped,Tstim_5.started,Tstim_5.stopped,Tstim_6.started,Tstim_6.stopped,Tstim_7.started,Tstim_7.stopped,Tstim_8.started,Tstim_8.stopped,Tstim_9.started,Tstim_9.stopped,Tstim_10.started,Tstim_10.stopped,Tstim_11.started,Tstim_11.stopped,Tstim_12.started,Tstim_12.stopped,Tstim_13.started,Tstim_13.stopped,Tstim_14.started,Tstim_14.stopped,Tstim_15.started,Tstim_15.stopped,Tstim_16.started,Tstim_16.stopped,Tstim_17.started,Tstim_17.stopped,Tstim_18.started,Tstim_18.stopped,Tstim_19.started,Tstim_19.stopped,Tstim_20.started,Tstim_20.stopped,Lstim.started,Lstim.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.369516200007638,None,-0.03333333333333333,0.11416666666666667,1,0,0,0.0164443000103347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_28_1930,visual-search,2020.2.8,59.95034911617963,
0,0,0,0,,,,,,,,,,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,13.848486900009448,None,0.26166666666666666,0.10833333333333334,1,0,0,Lstim,0.0038346899673342705,None,,001,2020_Nov_28_1930,visual-search,2020.2.8,59.95034911617963,
1,0,1,0,,,,,,,,,,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,16.495499200013,None,0.1425,-0.385,1,0,0,Lstim,0.004383580002468079,None,,001,2020_Nov_28_1930,visual-search,2020.2.8,59.95034911617963,
2,0,2,0,,,,,,,,,,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,18.594205300003523,None,0.0225,-0.15916666666666668,1,0,0,Lstim,0.01619207998737693,None,,001,2020_Nov_28_1930,visual-search,2020.2.8,59.95034911617963,
3,0,3,0,,,,,,,,,,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,22.222736700001406,None,-0.20666666666666667,0.325,1,0,0,Lstim,0.010290880018146709,None,,001,2020_Nov_28_1930,visual-search,2020.2.8,59.95034911617963,
4,0,4,0,,,,,,,,,,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,24.211468800000148,None,-0.09416666666666666,-0.295,1,0,0,Lstim,0.009839879989158362,None,,001,2020_Nov_28_1930,visual-search,2020.2.8,59.95034911617963,
