startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,corr,targetOri,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetCol,distractorCol,mixedOris,setSize,participant,session,date,expName,psychopyVersion,OS,frameRate
-0.032268579,-0.161994785,1,0,0,0.210234681,-0.251955671,1,0,0,6.263585,1,"[0.21000000000000002,-0.26999999999999996]",0,0,0,8,1,black,black,1,20,,001,2020-12-07_17h09.43.992,visual-search,2020.2.8,Win32,60
,,,,,0.140808344,0.228161669,1,0,0,1.57025,1,"[0.12,0.24]",0,1,1,6,1,black,black,1,20,,001,2020-12-07_17h09.43.992,visual-search,2020.2.8,Win32,60
,,,,,-0.019955654,0.305986696,1,0,0,3.31036,1,"[0,0.3]",0,2,2,4,1,black,black,1,5,,001,2020-12-07_17h09.43.992,visual-search,2020.2.8,Win32,60
