startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,corr,targetOri,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetCol,distractorCol,mixedOris,setSize,participant,session,date,expName,psychopyVersion,OS,frameRate
0.006481481,0.028703704,1,0,0,-0.072222222,0.246296296,1,0,0,2.5657,1,"[-0.09,0.24]",0,0,0,8,1,black,black,1,20,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,-0.181481481,-0.188888889,1,0,0,0.919,1,"[-0.21,-0.21000000000000002]",0,1,1,1,1,black,black,1,5,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,-0.186111111,-0.096296296,1,0,0,0.8239,1,"[-0.21,-0.06]",0,2,2,0,1,black,black,1,5,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,-0.240740741,0.011111111,1,0,0,0.8253,1,"[-0.24,-0.02999999999999997]",0,3,3,9,1,red,black,1,20,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,0.012962963,-0.001851852,1,0,0,0.7298,1,"[0.02999999999999997,-0.02999999999999997]",0,4,4,4,1,black,black,1,5,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,0.137037037,0.193518519,1,0,0,2.7765,1,"[0.14999999999999997,0.21]",0,5,5,6,1,black,black,1,20,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,0.119444444,-0.106481481,1,0,0,1.0165,1,"[0.21000000000000002,-0.12]",0,6,6,2,1,black,black,1,5,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,-0.030555556,0,1,0,0,0.8255,1,"[-0.02999999999999997,0.02999999999999997]",0,7,7,5,1,black,black,0,20,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,-0.166666667,-0.250925926,1,0,0,0.8245,1,"[-0.12,-0.24000000000000005]",0,8,8,3,1,black,black,1,5,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
,,,,,0.05462963,-0.311111111,1,0,0,2.0729,1,"[0.09000000000000002,-0.3]",0,9,9,7,1,black,black,1,20,bla,001,2022-01-26_14h20.37.122,visual-search,2020.2.8,Win32,60
