trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrTxt.started,instrTxt.stopped,startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,startMouse.started,startMouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,17.863713200000348,None,-0.12,0.07333333333333333,1,0,0,0.003473110089544207,None,,001,2020_Nov_28_1953,visual-search,2020.2.8,59.934755027748025,
