startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,corr,targetOri,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetCol,distractorCol,mixedOris,setSize,participant,session,date,expName,psychopyVersion,OS,frameRate
0.175925926,-0.332407407,1,0,0,0.006481481,-0.190740741,1,0,0,2.3151,1,"[0.02999999999999997,-0.18]",0,0,0,5,1,black,black,0,20,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,-0.268518519,0.136111111,1,0,0,1.8909,1,"[-0.3,0.15]",0,1,1,7,1,black,black,1,20,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,0.126851852,0.140740741,1,0,0,1.1569,1,"[0.12,0.12]",0,2,2,9,1,red,black,1,20,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,-0.296296296,0.287962963,1,0,0,1.1071,1,"[-0.27,0.27]",0,3,3,2,1,black,black,1,5,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,-0.019444444,-0.175925926,1,0,0,1.2917,1,"[-0.06,-0.18]",0,4,4,0,1,black,black,1,5,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,-0.155555556,-0.292592593,1,0,0,1.3422,1,"[-0.18,-0.3]",0,5,5,1,1,black,black,1,5,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,0.169444444,0.101851852,1,0,0,1.44,1,"[0.14999999999999997,0.12]",0,6,6,4,1,black,black,1,5,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,0,-0.099074074,1,0,0,0.893,1,"[0,-0.09000000000000002]",0,7,7,3,1,black,black,1,5,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,0.078703704,-0.271296296,1,0,0,2.4071,1,"[0.09000000000000002,-0.3]",0,8,8,8,1,black,black,1,20,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
,,,,,0.086111111,0.271296296,1,0,0,5.9802,1,"[0.12,0.27]",0,9,9,6,1,black,black,1,20,1,001,2022-02-28_15h45.58.725,visual-search,2020.2.8,Win32,60
