startMouse.x,startMouse.y,startMouse.leftButton,startMouse.midButton,startMouse.rightButton,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,corr,targetOri,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetCol,distractorCol,mixedOris,setSize,participant,session,date,expName,psychopyVersion,OS,frameRate
0.514814815,-0.114814815,1,0,0,0.009259259,-0.213888889,1,0,0,2.4465,1,"[0,-0.24000000000000005]",0,0,0,3,1,black,black,1,5,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,-0.261111111,0.025925926,1,0,0,0.9232,1,"[-0.24,0]",0,1,1,9,1,red,black,1,20,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,0.196296296,0.226851852,1,0,0,1.4263,1,"[0.18,0.24]",0,2,2,5,1,black,black,0,20,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,-0.281481481,0.075,1,0,0,1.1084,1,"[-0.3,0.09]",0,3,3,8,1,black,black,1,20,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,-0.314814815,-0.228703704,1,0,0,0.9086,1,"[-0.3,-0.26999999999999996]",0,4,4,7,1,black,black,1,20,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,0.050925926,0.232407407,1,0,0,1.292,1,"[0.02999999999999997,0.21]",0,5,5,1,1,black,black,1,5,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,0.117592593,-0.094444444,1,0,0,1.1929,1,"[0.12,-0.12]",0,6,6,0,1,black,black,1,5,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,-0.010185185,-0.025,1,0,0,2.878,1,"[0,0]",0,7,7,6,1,black,black,1,20,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,0.089814815,0.05,1,0,0,0.7418,1,"[0.06,0.06]",0,8,8,4,1,black,black,1,5,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
,,,,,-0.10462963,-0.012962963,1,0,0,0.6239,1,"[-0.12,0]",0,9,9,2,1,black,black,1,5,libby,001,2022-02-28_15h32.13.861,visual-search,2020.2.8,Win32,60
